HrRacedate,HrRaceNo,HrRaceIndex,HrFP,HrNo,HrName,HrBrandNo,HrJockey,HrStable,HrWeight,HrBodyWeight,HrDraw,HrMarginLen,HrPos1,HrPos2,HrPos3,HrPos4,HrPos5,HrPos6,HrTime,HrWinOdds,HrRaceResultComm
2019-09-01,1,1,1,3,跑得威,C127,潘頓,沈集成,131,1072,6,-,,,3,3,2,1,1:35.48,2.2,
2019-09-01,1,1,2,4,帝豪寶駒,C035,莫雷拉,蘇偉賢,129,1179,7,短馬頭位,,,9,8,8,2,1:35.50,4.9,
2019-09-01,1,1,3,7,火天大有,V406,田泰安,何良,121,1053,4,1/2,,,5,4,3,3,1:35.57,18,
2019-09-01,1,1,4,2,乘勝追擊,V369,沈拿,韋達,132,1076,3,1-1/4,,,4,6,6,4,1:35.68,5.7,
2019-09-01,1,1,5,1,金津輝煌,V400,希威森,苗禮德,133,1155,8,1-1/2,,,8,7,7,5,1:35.71,7,
2019-09-01,1,1,6,9,醒目快駒,B107,巫顯東,鄭俊偉,112,1085,1,1-3/4,,,1,1,1,6,1:35.77,19,
2019-09-01,1,1,7,5,靚籐王,B425,郭能,高伯新,126,1118,9,2,,,7,9,9,7,1:35.79,50,
2019-09-01,1,1,8,6,黃埔之星,B146,潘明輝,徐雨石,119,1139,5,7-1/2,,,2,2,4,8,1:36.67,14,
2019-09-01,1,1,9,8,競駿飛鷹,B292,蔡明紹,霍利時,120,1207,2,10-1/2,,,6,5,5,9,1:37.15,21,
2019-09-01,2,2,1,13,明月昇輝,A324,貝力斯,韋達,122,1062,12,-,,,,10,9,1,1:09.99,6.7,
2019-09-01,2,2,2,2,葵涌精英,C173,薛恩,高伯新,133,1111,13,2-1/2,,,,12,12,2,1:10.38,11,
2019-09-01,2,2,3,8,金錢炮,T022,何澤堯,呂健威,130,958,10,2-1/2,,,,14,14,3,1:10.39,30,
2019-09-01,2,2,4,14,印印腳,A277,莫雷拉,蘇偉賢,116,1176,9,3,,,,2,2,4,1:10.49,3.5,
2019-09-01,2,2,5,7,越跑越好,T140,潘頓,蘇保羅,131,1188,14,3-1/4,,,,13,10,5,1:10.50,7.4,
2019-09-01,2,2,6,1,百里名駒,C097,利敬國,沈集成,133,1018,5,4,,,,1,1,6,1:10.63,20,
2019-09-01,2,2,7,4,爪皇轟天,A291,郭能,霍利時,132,1101,11,4-1/2,,,,8,7,7,1:10.72,21,
2019-09-01,2,2,8,3,埼豐,A083,黃皓楠,徐雨石,129,1044,1,4-1/2,,,,3,3,8,1:10.72,39,
2019-09-01,2,2,9,10,賞心星,C251,沈拿,方嘉柏,129,1188,8,4-1/2,,,,11,13,9,1:10.72,86,
2019-09-01,2,2,10,5,香江世億,A407,史卓豐,鄭俊偉,131,1160,7,5-3/4,,,,7,8,10,1:10.90,6.5,
2019-09-01,2,2,11,9,領闖者,A399,蔡明紹,方嘉柏,130,1177,4,6-1/4,,,,9,11,11,1:10.98,13,
2019-09-01,2,2,12,11,合作愉快,T392,梁家俊,文家良,128,1130,6,6-1/4,,,,5,5,12,1:10.99,34,
2019-09-01,2,2,13,12,銀城福星,V088,陳嘉熙,丁冠豪,118,1159,3,6-1/4,,,,4,4,13,1:11.01,10,
2019-09-01,2,2,14,6,劍追聲,B445,田泰安,告東尼,131,1020,2,11,,,,6,6,14,1:11.77,24,
2019-09-01,3,3,1,5,帝豪福星,B348,潘頓,沈集成,120,1099,5,-,,,,2,2,1,1:08.74,1.6,
2019-09-01,3,3,2,2,四季旺,V410,薛恩,沈集成,132,1049,1,1-1/2,,,,6,5,2,1:08.99,8.1,
2019-09-01,3,3,3,6,旌暉,V077,潘明輝,姚本輝,115,1078,7,2-1/2,,,,5,6,3,1:09.15,50,
2019-09-01,3,3,4,7,薈力之城,B280,莫雷拉,約翰摩亞,115,1168,2,4,,,,1,1,4,1:09.40,3.9,
2019-09-01,3,3,5,1,有理共想,B180,田泰安,高伯新,133,1167,4,5,,,,3,3,5,1:09.52,8.8,
2019-09-01,3,3,6,3,勝得威,A025,杜美爾,告東尼,124,1096,3,6,,,,7,7,6,1:09.71,35,
2019-09-01,3,3,7,4,加州福星,A415,沈拿,韋達,120,1256,6,6-1/4,,,,4,4,7,1:09.73,28,
2019-09-01,4,4,1,3,加州更好,B204,杜美爾,告東尼,130,1119,11,-,,,,2,3,1,1:09.42,8.5,
2019-09-01,4,4,2,10,老友威威,T349,薛恩,葉楚航,124,1198,1,1-1/2,,,,9,9,2,1:09.68,4.6,
2019-09-01,4,4,3,2,順意寶,B164,何澤堯,韋達,132,1132,5,1-3/4,,,,12,11,3,1:09.70,4.2,
2019-09-01,4,4,4,6,電子群星,C132,梁家俊,文家良,129,1027,12,1-3/4,,,,5,5,4,1:09.71,34,
2019-09-01,4,4,5,5,傳奇,V357,潘頓,呂健威,130,1137,8,2-1/4,,,,10,10,5,1:09.78,6.2,
2019-09-01,4,4,6,9,一路順風,C453,莫雷拉,苗禮德,124,1114,4,2-3/4,,,,6,6,6,1:09.85,39,
2019-09-01,4,4,7,8,水箭龜,C450,郭能,霍利時,124,1027,7,3,,,,8,8,7,1:09.92,17,
2019-09-01,4,4,8,14,電訊火箭,C137,田泰安,徐雨石,118,1056,10,3-1/4,,,,7,7,8,1:09.93,7.8,
2019-09-01,4,4,9,4,銀時,C216,楊明綸,容天鵬,128,1123,3,3-3/4,,,,4,4,9,1:10.00,18,
2019-09-01,4,4,10,11,贏多多,C004,李寶利,丁冠豪,123,1062,9,4,,,,13,13,10,1:10.07,14,
2019-09-01,4,4,11,12,創紀錄,C168,黎海榮,沈集成,121,1096,6,4-1/2,,,,11,12,11,1:10.15,238,
2019-09-01,4,4,12,1,大四喜,A301,陳嘉熙,約翰摩亞,122,1208,14,7-1/4,,,,3,2,12,1:10.59,15,
2019-09-01,4,4,13,7,馬驕雄,B455,蔡明紹,蘇偉賢,125,969,2,7-3/4,,,,14,14,13,1:10.68,82,
2019-09-01,4,4,14,13,自由旺,A209,貝力斯,方嘉柏,121,1085,13,14,,,,1,1,14,1:11.64,28,
2019-09-01,5,5,1,6,熱血鬥士,C360,杜美爾,告東尼,126,1141,6,-,,,6,6,6,1,1:22.05,5.6,
2019-09-01,5,5,2,11,三圓䮭路,C149,莫雷拉,葉楚航,118,1111,8,3/4,,,2,3,2,2,1:22.18,7.6,
2019-09-01,5,5,3,3,怪獸都市,A190,巫顯東,何良,125,1124,9,3/4,,,1,1,1,3,1:22.20,17,
2019-09-01,5,5,4,2,珍珠鳳凰,B201,薛恩,苗禮德,129,1023,2,1-1/2,,,8,9,7,4,1:22.29,5.9,
2019-09-01,5,5,5,5,遨遊神駒,B168,利敬國,羅富全,127,1123,3,2-1/2,,,5,5,4,5,1:22.43,7.9,
2019-09-01,5,5,6,12,醉醒神,B436,何澤堯,呂健威,116,1049,13,2-3/4,,,7,7,8,6,1:22.50,14,
2019-09-01,5,5,7,13,探險家,C008,田泰安,徐雨石,116,1086,14,4-1/4,,,14,14,13,7,1:22.71,4,
2019-09-01,5,5,8,8,奔馳寶馬,V038,希威森,蘇保羅,122,1204,10,4-1/4,,,12,10,10,8,1:22.72,79,
2019-09-01,5,5,9,10,牛精輝煌,A118,潘明輝,鄭俊偉,116,1105,7,4-1/4,,,13,13,11,9,1:22.74,13,
2019-09-01,5,5,10,4,捉金皇,B460,史卓豐,方嘉柏,127,1133,11,6-1/4,,,4,4,5,10,1:23.06,20,
2019-09-01,5,5,11,7,潮州小子,T412,楊明綸,容天鵬,123,1166,1,7-1/4,,,9,8,9,11,1:23.20,16,
2019-09-01,5,5,12,1,真妙星,C059,梁家俊,高伯新,133,1183,5,8-1/4,,,10,12,12,12,1:23.38,46,
2019-09-01,5,5,13,14,幸運飛駒,A092,蘇狄雄,文家良,114,1056,12,9-1/2,,,3,2,3,13,1:23.55,127,
2019-09-01,5,5,14,9,華麗再現,V326,黎海榮,沈集成,121,1100,4,13-1/2,,,11,11,14,14,1:24.22,95,
2019-09-01,6,6,1,4,嘉應精英,C240,楊明綸,容天鵬,128,1127,3,-,,,,5,4,1,0:57.74,8.3,
2019-09-01,6,6,2,1,舞士精神,C180,潘頓,方嘉柏,132,1122,8,頸位,,,,3,3,2,0:57.79,2.2,
2019-09-01,6,6,3,5,陽光大地,A130,陳嘉熙,高伯新,118,1092,11,1-1/4,,,,9,10,3,0:57.94,15,
2019-09-01,6,6,4,6,特醒,C060,沈拿,韋達,127,1140,5,1-1/2,,,,12,13,4,0:57.96,41,
2019-09-01,6,6,5,10,紅旺,C341,潘明輝,葉楚航,121,1158,9,2,,,,4,5,5,0:58.04,103,
2019-09-01,6,6,6,9,天地僑福,C438,蘇狄雄,葉楚航,122,1077,6,2-3/4,,,,8,11,6,0:58.19,184,
2019-09-01,6,6,7,7,愛添勝,B362,薛恩,何良,127,1089,7,3-3/4,,,,11,9,7,0:58.34,13,
2019-09-01,6,6,8,13,奇妙日,B332,田泰安,苗禮德,122,1181,12,4,,,,2,2,8,0:58.39,9.8,
2019-09-01,6,6,9,2,奮鬥同心,C314,莫雷拉,姚本輝,131,1188,13,4-3/4,,,,1,1,9,0:58.49,3.1,
2019-09-01,6,6,10,8,齊齊發,B356,蔡明紹,鄭俊偉,126,1200,2,5-1/4,,,,10,8,10,0:58.56,77,
2019-09-01,6,6,11,11,表表馬,C233,李寶利,丁冠豪,124,1141,4,5-1/4,,,,14,14,11,0:58.57,242,
2019-09-01,6,6,12,3,西夏之王,C295,郭能,霍利時,130,1057,1,5-3/4,,,,13,12,12,0:58.65,270,
2019-09-01,6,6,13,12,豹子膽,C389,梁家俊,徐雨石,122,1121,14,6-1/2,,,,6,7,13,0:58.77,80,
2019-09-01,6,6,14,14,紅旗福星,B417,黃皓楠,蘇偉賢,115,1135,10,8-1/4,,,,7,6,14,0:59.06,231,
2019-09-01,7,7,1,3,金鎗六十,C238,何澤堯,呂健威,130,1061,8,-,,,,8,7,1,1:08.47,4.7,
2019-09-01,7,7,2,6,牛角仔,C234,潘頓,蘇偉賢,126,1092,6,1-1/4,,,,5,4,2,1:08.66,1.9,
2019-09-01,7,7,3,7,一片光明,T268,希威森,徐雨石,125,1003,5,2-1/2,,,,3,3,3,1:08.87,25,
2019-09-01,7,7,4,4,開心好玩,B316,黎海榮,沈集成,129,1137,1,3,,,,2,1,4,1:08.93,5,
2019-09-01,7,7,5,2,劍斷浪,V142,蔡明紹,容天鵬,133,1167,7,3,,,,1,2,5,1:08.95,16,
2019-09-01,7,7,6,1,勇闖者,A030,田泰安,蔡約翰,133,1097,9,3-1/4,,,,9,9,6,1:08.99,44,
2019-09-01,7,7,7,5,嘜誰嘜誰,C323,杜美爾,告東尼,126,1168,2,4-1/2,,,,7,8,7,1:09.18,96,
2019-09-01,7,7,8,9,瑩之光,B080,莫雷拉,方嘉柏,117,1195,4,5-1/2,,,,6,6,8,1:09.33,7.3,
2019-09-01,7,7,9,8,原班人馬,C164,巫顯東,葉楚航,117,1060,3,10-1/2,,,,4,5,9,1:10.16,232,
2019-09-01,8,8,1,10,大金庫,C146,梁家俊,高伯新,118,1086,3,-,,,3,4,3,1,1:21.34,29,
2019-09-01,8,8,2,2,百步穿雲,A165,何澤堯,賀賢,130,1125,4,頸位,,,7,7,7,2,1:21.41,6.4,
2019-09-01,8,8,3,8,美麗精神,B409,巫顯東,告東尼,116,1273,1,1-1/2,,,2,3,4,3,1:21.57,10,
2019-09-01,8,8,4,9,蒙古王,A098,希威森,徐雨石,119,1100,8,2,,,11,11,10,4,1:21.65,12,
2019-09-01,8,8,5,11,幸福掌聲,C492,莫雷拉,沈集成,118,1091,6,2-1/4,,,10,10,11,5,1:21.69,7.8,
2019-09-01,8,8,6,6,駿皇綵,A170,蔡明紹,約翰摩亞,121,1038,7,2-3/4,,,5,5,5,6,1:21.78,21,
2019-09-01,8,8,7,1,紅衣優駿,A039,陳嘉熙,羅富全,123,1172,11,3-1/2,,,4,2,2,7,1:21.91,8,
2019-09-01,8,8,8,4,勁無比,B034,利敬國,羅富全,122,1075,2,4-1/2,,,8,8,8,8,1:22.07,5.9,
2019-09-01,8,8,9,5,得勝駒,B112,潘頓,韋達,121,1114,5,4-1/2,,,9,9,9,9,1:22.08,3.1,
2019-09-01,8,8,10,12,一舖縱橫,B385,楊明綸,丁冠豪,115,1042,10,4-1/2,,,1,1,1,10,1:22.08,22,
2019-09-01,8,8,11,3,勇猛神駒,C462,薛恩,沈集成,122,1127,9,6-1/2,,,6,6,6,11,1:22.37,66,
2019-09-01,8,8,12,7,精彩輝煌,B411,田泰安,方嘉柏,121,1080,12,7-1/2,,,12,12,12,12,1:22.56,123,
2019-09-01,9,9,1,1,萬事叻,C022,陳嘉熙,告東尼,123,1133,3,-,,,,1,1,1,0:56.91,13,
2019-09-01,9,9,2,8,極速前進,V390,梁家俊,容天鵬,118,1234,2,短馬頭位,,,,3,3,2,0:56.92,10,
2019-09-01,9,9,3,4,追風者,B414,薛恩,丁冠豪,126,1112,11,頸位,,,,8,6,3,0:56.98,25,
2019-09-01,9,9,4,3,京京千里,V328,潘頓,賀賢,126,1078,12,2-3/4,,,,4,4,4,0:57.33,5.4,
2019-09-01,9,9,5,10,神威敖翔,V150,何澤堯,方嘉柏,117,1167,4,2-3/4,,,,11,12,5,0:57.34,16,
2019-09-01,9,9,6,11,正陽清風,B343,蔡明紹,姚本輝,115,1149,7,3,,,,12,11,6,0:57.40,31,
2019-09-01,9,9,7,9,連利福將,B475,潘明輝,葉楚航,114,1068,10,4-3/4,,,,5,8,7,0:57.65,20,
2019-09-01,9,9,8,7,知道必勝,C383,莫雷拉,沈集成,121,1190,5,5-1/4,,,,7,5,8,0:57.77,1.6,
2019-09-01,9,9,9,2,神舟寶駒,C269,沈拿,徐雨石,132,1177,6,6-1/2,,,,10,10,9,0:57.95,175,
2019-09-01,9,9,10,6,夢幻仙子,V222,田泰安,蘇偉賢,121,1155,9,8-1/4,,,,9,7,10,0:58.23,42,
2019-09-01,9,9,11,5,美麗天驕,C274,利敬國,約翰摩亞,124,1089,8,9-3/4,,,,2,2,11,0:58.49,28,
2019-09-01,9,9,12,12,威先生,T334,黎海榮,何良,114,1246,1,11-1/2,,,,6,9,12,0:58.75,143,
2019-09-01,10,10,1,5,蟲草之星,B070,何澤堯,呂健威,126,1174,6,-,,,4,3,1,1,1:21.60,3.5,
2019-09-01,10,10,2,7,全民佳知,C288,潘頓,告東尼,123,1113,3,1,,,5,6,5,2,1:21.76,9.3,
2019-09-01,10,10,3,1,帝豪寶寶,A050,巫顯東,沈集成,130,1150,10,2,,,11,10,7,3,1:21.92,11,
2019-09-01,10,10,4,10,美麗日子,B076,楊明綸,容天鵬,116,1126,7,2-1/4,,,1,1,2,4,1:21.95,6.9,
2019-09-01,10,10,5,9,蒙古傳奇,B317,莫雷拉,徐雨石,121,1130,2,2-1/2,,,10,11,9,5,1:21.99,4.5,
2019-09-01,10,10,6,13,歡樂小子,S235,黎海榮,文家良,118,1264,1,3-3/4,,,7,8,8,6,1:22.21,34,
2019-09-01,10,10,7,6,首飾大帝,V333,薛恩,蔡約翰,126,1146,5,4-1/2,,,8,7,10,7,1:22.32,57,
2019-09-01,10,10,8,14,好計,B432,蔡明紹,方嘉柏,116,1065,4,4-1/2,,,12,12,12,8,1:22.33,31,
2019-09-01,10,10,9,11,鴻圖巨星,C163,陳嘉熙,羅富全,108,1033,13,4-3/4,,,3,4,4,9,1:22.37,54,
2019-09-01,10,10,10,8,美麗動力,B149,田泰安,約翰摩亞,121,1073,8,5,,,2,2,3,10,1:22.38,6.3,
2019-09-01,10,10,11,3,共創歡樂,C210,郭能,何良,129,1035,11,5-1/2,,,9,9,11,11,1:22.47,285,
2019-09-01,10,10,12,2,中華之光,A168,蘇狄雄,葉楚航,128,1090,9,7-1/4,,,13,14,13,12,1:22.76,199,
2019-09-01,10,10,13,12,大聚會,V293,希威森,高伯新,118,1074,12,9,,,14,13,14,13,1:23.04,175,
2019-09-01,10,10,14,4,利害了,C367,史卓豐,韋達,129,1089,14,9-1/2,,,6,5,6,14,1:23.13,9.9,
2019-09-08,1,11,1,2,福喜多多,B128,莫雷拉,呂健威,133,1106,1,-,,,,4,4,1,1:09.52,2.9,
2019-09-08,1,11,2,6,洪荒駿駒,A031,薛恩,徐雨石,128,1117,2,1-3/4,,,,6,5,2,1:09.81,3,
2019-09-08,1,11,3,1,勁快步,A053,潘頓,高伯新,133,1130,6,2-1/2,,,,1,1,3,1:09.90,4.2,
2019-09-08,1,11,4,10,樂無極,B277,潘明輝,文家良,115,1077,5,4,,,,2,2,4,1:10.17,17,
2019-09-08,1,11,5,5,蜜運,B341,蘇狄雄,葉楚航,128,1040,3,4-3/4,,,,8,6,5,1:10.29,53,
2019-09-08,1,11,6,9,聚歡笑,T282,田泰安,蘇保羅,122,1016,7,7-3/4,,,,3,3,6,1:10.77,21,
2019-09-08,1,11,7,8,砂漿邦,A097,黎海榮,何良,127,1119,4,9-3/4,,,,5,7,7,1:11.09,17,
2019-09-08,1,11,8,7,神火金剛,B004,梁家俊,葉楚航,127,1074,8,11-1/4,,,,9,8,8,1:11.33,39,
2019-09-08,1,11,9,3,至尊大師,A357,杜美爾,告東尼,132,1279,10,14-3/4,,,,7,9,9,1:11.89,11,
2019-09-08,1,11,10,4,好友祥勝,C220,巫顯東,丁冠豪,129,1047,9,18-1/4,,,,10,10,10,1:12.44,75,
2019-09-08,2,12,1,9,加州明雋,B363,田泰安,告東尼,115,1123,4,-,,,1,1,1,1,1:34.59,3.8,
2019-09-08,2,12,2,2,快樂實在,A152,莫雷拉,容天鵬,130,1168,6,2,,,6,6,5,2,1:34.90,2,
2019-09-08,2,12,3,3,陽光,A371,李寶利,呂健威,128,1128,1,3-3/4,,,3,3,3,3,1:35.17,8.9,
2019-09-08,2,12,4,1,大眾精英,A416,潘頓,羅富全,133,1055,7,3-3/4,,,4,4,4,4,1:35.18,7.9,
2019-09-08,2,12,5,7,新界之星,A081,梁家俊,姚本輝,119,1042,9,3-3/4,,,2,2,2,5,1:35.21,11,
2019-09-08,2,12,6,8,事必獲利,T002,史卓豐,方嘉柏,119,1135,3,4-1/2,,,8,8,7,6,1:35.31,40,
2019-09-08,2,12,7,4,君臨大地,V192,黎海榮,何良,124,981,5,6,,,9,9,9,7,1:35.57,12,
2019-09-08,2,12,8,5,蒜頭爺爺,V039,沈拿,葉楚航,121,1019,2,7,,,7,7,8,8,1:35.72,88,
2019-09-08,2,12,9,6,盛勢,V243,潘明輝,葉楚航,118,1073,8,7-1/4,,,5,5,6,9,1:35.74,79,
2019-09-08,3,13,1,4,麯院風荷,T112,史卓豐,蘇偉賢,132,1055,8,-,,,12,11,8,1,1:21.93,6.5,
2019-09-08,3,13,2,13,艦長天下,B096,蔡明紹,苗禮德,125,1153,10,短馬頭位,,,3,3,2,2,1:21.94,30,
2019-09-08,3,13,3,1,晴朗拍檔,B071,杜美爾,霍利時,133,1088,5,1,,,4,4,4,3,1:22.10,46,
2019-09-08,3,13,4,2,勁飛寶寶,A267,薛恩,容天鵬,133,1183,9,3-1/2,,,5,6,6,4,1:22.48,5.5,
2019-09-08,3,13,5,12,依斯堅,B028,潘頓,賀賢,128,1139,7,3-3/4,,,9,10,10,5,1:22.53,3.3,
2019-09-08,3,13,6,6,薪勇,A340,黎海榮,文家良,131,1153,6,5-1/4,,,11,9,9,6,1:22.75,16,
2019-09-08,3,13,7,9,威武風采,B379,黃皓楠,丁冠豪,127,1074,14,6,,,13,13,12,7,1:22.90,198,
2019-09-08,3,13,8,14,財帥,B134,希威森,蘇保羅,115,1074,4,7-1/2,,,6,5,5,8,1:23.13,12,
2019-09-08,3,13,9,8,駿協精英,V207,沈拿,何良,130,1140,13,7-3/4,,,10,12,13,9,1:23.17,82,
2019-09-08,3,13,10,5,開心大師,B222,莫雷拉,方嘉柏,131,1073,1,8-1/2,,,8,7,7,10,1:23.28,4.2,
2019-09-08,3,13,11,7,紅磚勇士,C304,利敬國,沈集成,131,1042,11,12-1/2,,,1,1,1,11,1:23.94,44,
2019-09-08,3,13,12,3,勁嘉輝,T236,潘明輝,徐雨石,129,1124,3,13-1/2,,,14,14,14,12,1:24.09,17,
2019-09-08,3,13,13,10,新獵狐者,B389,李寶利,呂健威,130,1190,2,14-1/2,,,7,8,11,13,1:24.24,74,
2019-09-08,3,13,14,11,為您贏,B157,郭能,鄭俊偉,130,1238,12,21-1/4,,,2,2,3,14,1:25.31,31,
2019-09-08,4,14,1,3,發財寶,B220,沈拿,韋達,128,1038,2,-,,,,1,1,1,1:08.81,3.4,
2019-09-08,4,14,2,6,晨曦飛馬,C351,潘頓,方嘉柏,126,1010,8,2-3/4,,,,6,6,2,1:09.25,4.8,
2019-09-08,4,14,3,10,馬功臣,A296,田泰安,蘇偉賢,123,1117,11,3-1/4,,,,11,9,3,1:09.33,16,
2019-09-08,4,14,4,2,壽臣,C326,郭能,約翰摩亞,133,1138,1,3-3/4,,,,5,3,4,1:09.40,18,
2019-09-08,4,14,5,4,濃有,C244,梁家俊,文家良,118,1101,5,5-3/4,,,,4,5,5,1:09.74,45,
2019-09-08,4,14,6,1,乘勢歡心,C423,楊明綸,容天鵬,131,1094,12,6,,,,9,11,6,1:09.76,9.5,
2019-09-08,4,14,7,7,醉翁意,C016,薛恩,蔡約翰,125,1046,3,6,,,,8,7,7,1:09.78,15,
2019-09-08,4,14,8,11,千里駿駒,C253,蘇狄雄,葉楚航,118,1208,7,6-1/2,,,,3,4,8,1:09.83,14,
2019-09-08,4,14,9,5,勁瀟灑,C252,莫雷拉,羅富全,127,1088,6,6-1/2,,,,2,2,9,1:09.84,5.2,
2019-09-08,4,14,10,9,星河戰駒,C245,潘明輝,丁冠豪,120,1108,10,8,,,,12,12,10,1:10.08,243,
2019-09-08,4,14,11,8,奮鬥揚威,C354,巫顯東,何良,122,1116,4,8-1/4,,,,10,8,11,1:10.14,124,
2019-09-08,4,14,12,12,話晒事,B239,利敬國,告東尼,119,1009,9,8-1/2,,,,7,10,12,1:10.15,7.6,
2019-09-08,4,14,WV,0,上浦精神,C350,黎海榮,沈集成,128,---,---,---,,,,,,,---,---,
2019-09-08,5,15,1,8,理想回報,A305,莫雷拉,沈集成,121,1071,4,-,,,,5,5,1,1:09.47,11,
2019-09-08,5,15,2,5,如真如假,C222,郭能,方嘉柏,129,1122,9,1/2,,,,3,2,2,1:09.55,3.6,
2019-09-08,5,15,3,1,好運,B376,潘頓,約翰摩亞,133,1172,2,1/2,,,,7,6,3,1:09.56,3.4,
2019-09-08,5,15,4,9,心所欲,B017,田泰安,苗禮德,121,1082,11,1-1/2,,,,10,10,4,1:09.70,16,
2019-09-08,5,15,5,11,笑春風,A011,楊明綸,丁冠豪,117,1115,5,1-1/2,,,,1,1,5,1:09.72,10,
2019-09-08,5,15,6,4,心慷慨,V394,巫顯東,葉楚航,126,1108,6,4-1/4,,,,8,7,6,1:10.16,11,
2019-09-08,5,15,7,6,君悅灣,P421,陳嘉熙,鄭俊偉,118,1228,1,5-1/2,,,,2,4,7,1:10.35,6.4,
2019-09-08,5,15,8,3,天賜寶,V401,薛恩,徐雨石,131,1092,12,6-3/4,,,,4,3,8,1:10.54,13,
2019-09-08,5,15,9,12,協力神駒,B364,蔡明紹,高伯新,117,1092,7,7-1/2,,,,11,9,9,1:10.66,21,
2019-09-08,5,15,10,7,驃騎飛,C456,蘇狄雄,蘇偉賢,125,1133,3,7-3/4,,,,12,12,10,1:10.72,309,
2019-09-08,5,15,11,2,一代莊主,C419,沈拿,葉楚航,132,1096,8,8-3/4,,,,6,8,11,1:10.85,107,
2019-09-08,5,15,12,10,常山耆寶,A275,黎海榮,文家良,119,1035,10,11,,,,9,11,12,1:11.25,50,
2019-09-08,6,16,1,9,天意,V417,田泰安,蘇保羅,121,1107,8,-,,,5,6,3,1,1:21.39,5.2,
2019-09-08,6,16,2,5,都市神話,A086,薛恩,容天鵬,126,1009,9,頭位,,,8,9,11,2,1:21.43,7,
2019-09-08,6,16,3,1,數糊勇士,B421,潘頓,羅富全,132,1182,11,1-3/4,,,6,8,6,3,1:21.69,5.8,
2019-09-08,6,16,4,7,芙蓉莊,B339,史卓豐,姚本輝,124,1005,2,2-3/4,,,7,4,2,4,1:21.84,14,
2019-09-08,6,16,5,11,南莊瑞寶,B428,楊明綸,呂健威,117,1164,3,3-1/2,,,10,7,4,5,1:21.95,13,
2019-09-08,6,16,6,14,七寶,B314,蔡明紹,約翰摩亞,117,1074,4,3-1/2,,,12,12,12,6,1:21.97,19,
2019-09-08,6,16,7,10,鑽石達人,V341,莫雷拉,告東尼,121,1153,6,5,,,9,10,7,7,1:22.19,5.9,
2019-09-08,6,16,8,13,醉開心,B286,潘明輝,葉楚航,115,1062,13,5,,,11,11,10,8,1:22.21,47,
2019-09-08,6,16,9,2,舉世無雙,A310,郭能,高伯新,131,1140,12,8-1/4,,,14,14,13,9,1:22.71,60,
2019-09-08,6,16,10,8,真跑得,A220,貝力斯,方嘉柏,123,1092,5,13-1/4,,,13,13,14,10,1:23.53,47,
2019-09-08,6,16,11,6,首賞,C255,黃皓楠,丁冠豪,123,1111,7,16-1/2,,,2,3,9,11,1:24.01,301,
2019-09-08,6,16,12,3,閃電烈馬,C201,沈拿,徐雨石,129,1137,14,16-3/4,,,1,2,5,12,1:24.06,65,
2019-09-08,6,16,13,12,凱旋戰士,C185,希威森,文家良,119,1084,10,18-1/4,,,4,5,8,13,1:24.31,248,
2019-09-08,6,16,14,4,叫座力,B267,利敬國,沈集成,127,1092,1,19-1/4,,,3,1,1,14,1:24.47,3.8,
2019-09-08,7,17,1,8,聰明導彈,C037,潘頓,蘇偉賢,123,1081,4,-,,,,8,5,1,1:08.60,3.2,
2019-09-08,7,17,2,10,德勝門,C375,陳嘉熙,容天鵬,107,1153,8,頸位,,,,1,1,2,1:08.65,45,
2019-09-08,7,17,3,2,巡航導彈,B337,楊明綸,容天鵬,131,1173,1,2,,,,5,3,3,1:08.91,31,
2019-09-08,7,17,4,4,安喜,V338,郭能,約翰摩亞,127,1121,9,2-1/4,,,,9,9,4,1:08.98,49,
2019-09-08,7,17,5,11,赤水神駒,V364,莫雷拉,葉楚航,116,1174,5,2-1/2,,,,2,2,5,1:08.99,12,
2019-09-08,7,17,6,5,太陽威威,C111,李寶利,羅富全,127,1024,7,2-1/2,,,,6,8,6,1:09.00,10,
2019-09-08,7,17,7,6,勝利風範,C186,杜美爾,呂健威,124,1115,10,3,,,,3,4,7,1:09.08,1.9,
2019-09-08,7,17,8,7,與你同行,C258,黎海榮,沈集成,123,1074,3,3,,,,7,7,8,1:09.09,264,
2019-09-08,7,17,9,1,無限商機,C432,史卓豐,丁冠豪,133,1178,11,3-1/4,,,,11,11,9,1:09.14,79,
2019-09-08,7,17,10,3,紅心傾,C145,田泰安,告東尼,130,1033,6,3-3/4,,,,10,10,10,1:09.19,9.7,
2019-09-08,7,17,11,9,翹軍,B424,薛恩,容天鵬,123,1093,12,5,,,,12,12,11,1:09.41,52,
2019-09-08,7,17,12,12,上捕先鋒,C300,希威森,霍利時,115,1163,2,5-3/4,,,,4,6,12,1:09.52,124,
2019-09-08,8,18,1,7,仁者荃心,A157,蔡明紹,文家良,123,1118,3,-,,,,3,3,1,1:08.13,13,
2019-09-08,8,18,2,3,烽煙四喜,A036,莫雷拉,苗禮德,130,1130,7,1/2,,,,7,5,2,1:08.20,6.4,
2019-09-08,8,18,3,11,新力寶,A379,史卓豐,約翰摩亞,119,1235,5,1/2,,,,2,2,3,1:08.23,4.3,
2019-09-08,8,18,4,12,帆哥兒,B089,田泰安,方嘉柏,117,1089,2,1-1/4,,,,4,4,4,1:08.34,28,
