HrRacedate,HrRaceNo,HrRaceIndex,HrFP,HrNo,HrName,HrBrandNo,HrJockey,HrStable,HrWeight,HrBodyWeight,HrDraw,HrMarginLen,HrPos1,HrPos2,HrPos3,HrPos4,HrPos5,HrPos6,HrTime,HrWinOdds,HrRaceResultComm
2020-03-11,2,484,2,9,首飾傳奇,D032,利敬國,蔡約翰,117,1152,4,1-1/2,,,,6,7,2,1:10.80,4.3,
2020-03-11,2,484,3,11,東龍陣,B394,莫雷拉,容天鵬,115,1100,6,2,,,,2,3,3,1:10.88,3.7,
2020-03-11,2,484,4,12,得賞,B288,潘明輝,葉楚航,112,1042,3,2,,,,8,9,4,1:10.89,4.8,
2020-03-11,2,484,5,7,寶都,C072,何澤堯,呂健威,122,1019,7,2-1/4,,,,3,2,5,1:10.90,10,
2020-03-11,2,484,6,8,威風駿馬,B437,黃皓楠,蘇保羅,117,1105,1,2-3/4,,,,5,6,6,1:11.02,6.6,
2020-03-11,2,484,7,2,夢幻仙子,V222,黎海榮,蘇偉賢,127,1160,2,4,,,,4,5,7,1:11.22,24,
2020-03-11,2,484,8,6,中華威威,D075,薛恩,韋達,123,1203,9,4-3/4,,,,10,8,8,1:11.31,82,
2020-03-11,2,484,9,4,赤電神駒,D166,梁家俊,告東尼,125,1112,12,4-3/4,,,,11,11,9,1:11.34,85,
2020-03-11,2,484,10,10,成功星駒,D065,蔡明紹,霍利時,117,961,8,5-1/4,,,,7,4,10,1:11.40,166,
2020-03-11,2,484,11,3,相中飛揚,D028,巫顯東,徐雨石,122,1039,11,5-3/4,,,,12,12,11,1:11.48,253,
2020-03-11,2,484,12,5,紅寶舍,D211,楊明綸,文家良,125,1071,5,8-1/2,,,,9,10,12,1:11.91,36,
2020-03-11,3,485,1,3,永益善,B003,利敬國,沈集成,129,1098,8,-,,,7,7,7,1,1:41.23,8.5,
2020-03-11,3,485,2,2,連利之星,S093,薛恩,蘇保羅,130,1139,7,1,,,6,2,1,2,1:41.40,19,
2020-03-11,3,485,3,12,喜悅明駒,A044,梁家俊,丁冠豪,116,1035,4,2-1/2,,,5,6,2,3,1:41.64,13,
2020-03-11,3,485,4,4,陽光,A371,蔡明紹,呂健威,129,1125,11,2-3/4,,,10,10,4,4,1:41.65,13,
2020-03-11,3,485,5,7,雙節棍,C357,何澤堯,方嘉柏,123,1034,6,2-3/4,,,3,4,6,5,1:41.65,11,
2020-03-11,3,485,6,1,多多,C109,莫雷拉,蔡約翰,133,1022,3,3-1/4,,,9,9,11,6,1:41.75,2.4,
2020-03-11,3,485,7,6,踏雪飛翔,D094,黎海榮,姚本輝,125,1028,2,3-1/4,,,2,3,5,7,1:41.76,21,
2020-03-11,3,485,8,5,韻妙星,A363,潘頓,霍利時,126,1276,1,4-1/4,,,4,5,8,8,1:41.92,3.9,
2020-03-11,3,485,9,9,皇圖,C123,史卓豐,葉楚航,121,1146,9,6,,,8,8,9,9,1:42.20,54,
2020-03-11,3,485,10,11,任意駒,C047,黃皓楠,徐雨石,116,1081,10,7-1/2,,,11,11,10,10,1:42.42,123,
2020-03-11,3,485,11,10,遨遊之星,C098,潘明輝,容天鵬,118,1212,5,9-1/4,,,1,1,3,11,1:42.71,16,
2020-03-11,3,485,WV,8,鵲橋飛渡,A247,郭能,高伯新,122,---,---,---,,,,,,,---,---,
2020-03-11,4,486,1,1,電子大師,A254,何澤堯,方嘉柏,132,1133,1,-,,,,7,9,1,1:10.46,7.5,
2020-03-11,4,486,2,9,勝利紅星,D031,莫雷拉,蔡約翰,122,1199,8,頸位,,,,11,11,2,1:10.54,5.1,
2020-03-11,4,486,3,2,人和家盛,C531,黎海榮,沈集成,132,1002,7,1/2,,,,12,12,3,1:10.55,23,
2020-03-11,4,486,4,5,常勝心,D044,郭能,羅富全,128,1221,5,1/2,,,,3,4,4,1:10.56,5.5,
2020-03-11,4,486,5,4,善傳千里,A121,潘頓,文家良,128,1107,10,1,,,,5,6,5,1:10.63,6.6,
2020-03-11,4,486,6,7,福滿寶,D118,潘明輝,賀賢,125,1042,6,1-1/4,,,,10,10,6,1:10.66,10,
2020-03-11,4,486,7,6,天天向上,D261,薛恩,韋達,127,1102,11,2,,,,2,2,7,1:10.78,18,
2020-03-11,4,486,8,12,寶貝兒,B365,梁家俊,蘇偉賢,117,995,3,3,,,,8,8,8,1:10.93,33,
2020-03-11,4,486,9,3,金碧輝煌,T076,利敬國,丁冠豪,131,1081,2,3,,,,4,3,9,1:10.94,4.3,
2020-03-11,4,486,10,10,天地僑福,C438,史卓豐,葉楚航,120,1061,12,3-3/4,,,,9,5,10,1:11.06,14,
2020-03-11,4,486,11,8,有苗頭,D097,巫顯東,徐雨石,124,996,4,5,,,,6,7,11,1:11.28,257,
2020-03-11,4,486,12,11,爪皇轟天,A291,蔡明紹,霍利時,119,1127,9,13,,,,1,1,12,1:12.55,56,
2020-03-11,5,487,1,1,極速駿馬,B211,黃俊,羅富全,128,1193,2,-,,,,1,1,1,1:09.58,3,
2020-03-11,5,487,2,9,超能量,B294,利敬國,韋達,120,1120,10,1/2,,,,8,8,2,1:09.66,5.2,
2020-03-11,5,487,3 平頭馬,5,疾風勁草,D197,莫雷拉,蔡約翰,127,1095,4,1/2,,,,10,9,3,1:09.67,16,
2020-03-11,5,487,3 平頭馬,11,壽臣,C326,潘頓,約翰摩亞,120,1116,9,1/2,,,,6,7,3,1:09.67,6.6,
2020-03-11,5,487,5,8,加州多寶,C077,郭能,告東尼,122,1127,6,1/2,,,,7,5,5,1:09.69,10,
2020-03-11,5,487,6,6,最驫,A022,梁家俊,沈集成,125,1176,1,1-1/2,,,,4,4,6,1:09.81,11,
2020-03-11,5,487,7,10,雪戰神駒,B371,蔡明紹,高伯新,119,1095,11,2,,,,12,12,7,1:09.89,16,
2020-03-11,5,487,8,4,同進,V315,何澤堯,方嘉柏,127,1152,3,2-1/4,,,,9,10,8,1:09.95,9,
2020-03-11,5,487,9,12,旋里多彩,B469,黃皓楠,徐雨石,113,1075,7,2-3/4,,,,2,2,9,1:10.02,12,
2020-03-11,5,487,10,7,桃花盛,D234,潘明輝,賀賢,121,1197,8,3,,,,11,11,10,1:10.06,97,
2020-03-11,5,487,11,2,電訊驫馬,C181,史卓豐,丁冠豪,131,1131,12,3,,,,3,3,11,1:10.07,33,
2020-03-11,5,487,12,3,更跑得,C400,薛恩,霍利時,128,1080,5,10-1/2,,,,5,6,12,1:11.27,227,
2020-03-11,6,488,1,4,芙蓉莊,B339,潘頓,姚本輝,126,1019,2,-,,,6,6,4,1,1:39.76,4.1,
2020-03-11,6,488,2,9,大眾勁駒,B074,莫雷拉,文家良,119,1161,5,1,,,7,7,7,2,1:39.94,2.5,
2020-03-11,6,488,3,2,紅粉彩影,C284,利敬國,韋達,131,1056,8,1-1/2,,,9,10,10,3,1:40.01,6.8,
2020-03-11,6,488,4,11,金津輝煌,V400,梁家俊,苗禮德,116,1176,12,5,,,12,12,12,4,1:40.57,57,
2020-03-11,6,488,5,10,鑽石達人,V341,蔡明紹,告東尼,117,1154,6,5-1/2,,,2,4,3,5,1:40.65,29,
2020-03-11,6,488,6,6,齊齊發,B356,薛恩,鄭俊偉,123,1186,1,5-3/4,,,8,9,6,6,1:40.69,10,
2020-03-11,6,488,7,1,歡喜心,A224,陳嘉熙,蔡約翰,126,1123,4,6,,,5,5,5,7,1:40.74,17,
2020-03-11,6,488,8,7,千金不換,D091,郭能,高伯新,122,1286,11,7-1/2,,,10,8,9,8,1:40.96,95,
2020-03-11,6,488,9,12,爪皇烈焰,T353,潘明輝,霍利時,112,1181,3,8-1/4,,,11,11,11,9,1:41.09,15,
2020-03-11,6,488,10,8,塑料喜,T326,黃俊,丁冠豪,115,1095,9,8-3/4,,,1,1,1,10,1:41.16,24,
2020-03-11,6,488,11,5,精彩飛動,B095,何澤堯,方嘉柏,124,1034,10,9-1/4,,,4,2,2,11,1:41.24,12,
2020-03-11,6,488,12,3,正時機,C161,史卓豐,葉楚航,127,1271,7,28-1/4,,,3,3,8,12,1:44.29,55,
2020-03-11,7,489,1,1,大紅包,B246,何澤堯,呂健威,133,1051,1,-,,,,6,5,1,1:09.87,2.7,
2020-03-11,7,489,2,9,閃耀榮光,B372,莫雷拉,容天鵬,120,1184,11,3/4,,,,2,2,2,1:09.98,6.5,
2020-03-11,7,489,3,6,醒目勇駒,B456,薛恩,告東尼,124,1142,2,3/4,,,,7,7,3,1:09.99,7.9,
2020-03-11,7,489,4,2,精彩輝煌,B411,郭能,方嘉柏,130,1109,3,3/4,,,,8,8,4,1:10.01,11,
2020-03-11,7,489,5,4,以戰養戰,D024,潘頓,羅富全,129,1138,5,1-1/2,,,,3,4,5,1:10.13,5.7,
2020-03-11,7,489,6,3,知道必勝,C383,巫顯東,沈集成,127,1217,6,1-3/4,,,,10,10,6,1:10.17,8.3,
2020-03-11,7,489,7,7,奇妙星,D068,利敬國,韋達,123,1149,9,2-3/4,,,,4,3,7,1:10.29,17,
2020-03-11,7,489,8,11,老實人,B200,史卓豐,霍利時,119,1241,4,3-1/2,,,,5,6,8,1:10.41,13,
2020-03-11,7,489,9,10,嶺寶峯,B333,黃皓楠,徐雨石,115,1046,7,4-1/4,,,,9,9,9,1:10.53,175,
2020-03-11,7,489,10,5,一舖縱橫,B385,潘明輝,丁冠豪,125,1065,8,7-3/4,,,,11,11,10,1:11.11,50,
2020-03-11,7,489,11,8,會長之星,C205,梁家俊,約翰摩亞,121,1138,10,8,,,,1,1,11,1:11.14,43,
2020-03-11,8,490,1,11,水箭龜,C450,莫雷拉,霍利時,115,1036,8,-,,2,4,4,3,1,1:49.78,6,
2020-03-11,8,490,2,4,好鬥心,C443,潘頓,呂健威,127,1084,1,短馬頭位,,7,7,8,7,2,1:49.79,5.1,
2020-03-11,8,490,3,7,明月光,T369,蔡明紹,蘇保羅,119,1032,7,頸位,,6,3,3,4,3,1:49.84,32,
2020-03-11,8,490,4,1,全民佳知,C288,黃俊,姚本輝,128,1111,12,3/4,,1,1,1,1,4,1:49.90,7.3,
2020-03-11,8,490,5,6,肥仔威威,B366,何澤堯,方嘉柏,122,1041,2,1-1/4,,10,9,10,10,5,1:49.99,3.2,
2020-03-11,8,490,6,3,興惑,B351,史卓豐,告東尼,128,1018,11,1-1/2,,11,12,11,11,6,1:50.01,31,
2020-03-11,8,490,7,12,藍海策略,A411,潘明輝,葉楚航,112,1080,5,1-3/4,,9,10,9,9,7,1:50.07,19,
2020-03-11,8,490,8,8,我𢥧意(,C038,楊明綸,蘇偉賢,116,1110,4,2,,5,5,6,5,8,1:50.09,30,
2020-03-11,8,490,9,10,共創歡樂,C210,巫顯東,何良,112,1034,6,2-1/4,,4,6,5,6,9,1:50.14,16,
2020-03-11,8,490,10,5,全才,B213,利敬國,韋達,127,1061,10,3-1/4,,12,11,12,12,10,1:50.28,19,
2020-03-11,8,490,11,2,軍民歡,B208,薛恩,韋達,128,1054,3,3-1/2,,8,8,7,8,11,1:50.33,13,
2020-03-11,8,490,12,9,機臣,D041,梁家俊,約翰摩亞,116,1115,9,4-3/4,,3,2,2,2,12,1:50.54,13,
2020-03-14,1,491,1,7,萬事欣,T129,黃俊,何良,125,1190,8,-,,,,1,1,1,1:10.17,26,
2020-03-14,1,491,2,3,太陽戰馬,C212,潘頓,徐雨石,133,1159,3,短馬頭位,,,,2,2,2,1:10.20,4.7,
2020-03-14,1,491,3,9,獵狐章者,B187,黃皓楠,呂健威,121,1014,1,3/4,,,,6,6,3,1:10.28,25,
2020-03-14,1,491,4,8,紅磚勇士,C304,何澤堯,賀賢,127,1063,6,1-1/4,,,,7,5,4,1:10.37,2.6,
2020-03-14,1,491,5,10,漸信龍駒,C017,潘明輝,葉楚航,121,1035,11,2-1/4,,,,10,10,5,1:10.54,28,
2020-03-14,1,491,6,6,勁飛聖,T361,梁家俊,容天鵬,131,1087,2,2-1/2,,,,3,3,6,1:10.57,60,
2020-03-14,1,491,7,5,友盈有款,B182,史卓豐,蘇偉賢,132,1069,4,2-3/4,,,,5,8,7,1:10.59,4.2,
2020-03-14,1,491,8,2,勁瀟灑,C252,莫雷拉,羅富全,133,1092,10,3-3/4,,,,11,12,8,1:10.76,11,
2020-03-14,1,491,9,4,喜多樂,C224,楊明綸,丁冠豪,133,1184,12,5-1/2,,,,12,9,9,1:11.03,23,
2020-03-14,1,491,10,11,雷霆導彈,A281,蔡明紹,文家良,123,1192,5,5-1/2,,,,9,11,10,1:11.05,45,
2020-03-14,1,491,11,12,玩斗財星,C243,波健士,苗禮德,115,1113,9,6,,,,8,7,11,1:11.13,44,
2020-03-14,1,491,12,1,餘皇,B155,利敬國,韋達,133,1076,7,28-1/4,,,,4,4,12,1:14.67,13,
2020-03-14,2,492,1,5,北極光,D105,潘頓,賀賢,125,1108,5,-,,,,5,3,1,1:09.50,1.7,
2020-03-14,2,492,2,8,上校,D090,利敬國,姚本輝,124,1142,12,1/2,,,,1,1,2,1:09.59,14,
2020-03-14,2,492,3,7,幸運傳奇,D047,莫雷拉,羅富全,125,1233,6,1-3/4,,,,6,4,3,1:09.79,4.7,
2020-03-14,2,492,4,10,英明勇將,T348,何澤堯,呂健威,123,1062,1,2-1/2,,,,7,7,4,1:09.91,5.3,
2020-03-14,2,492,5,3,歡樂好友,C533,史卓豐,丁冠豪,130,1074,3,3,,,,4,6,5,1:09.97,43,
2020-03-14,2,492,6,1,紅星,V273,黃俊,葉楚航,128,1088,10,4-1/2,,,,12,11,6,1:10.22,20,
2020-03-14,2,492,7,4,度身訂做,C522,薛恩,鄭俊偉,130,1034,4,4-1/2,,,,10,9,7,1:10.22,93,
2020-03-14,2,492,8,12,埼豐,A083,巫顯東,徐雨石,110,1034,2,4-3/4,,,,9,12,8,1:10.26,41,
2020-03-14,2,492,9,9,兩全其美,D205,蔡明紹,方嘉柏,123,1163,7,7-1/4,,,,11,10,9,1:10.66,222,
2020-03-14,2,492,10,2,英之友,A373,郭能,容天鵬,131,1123,11,8,,,,3,2,10,1:10.77,43,
2020-03-14,2,492,11,11,勇敢神駒,C066,潘明輝,告東尼,118,1062,9,8-3/4,,,,2,5,11,1:10.90,33,
2020-03-14,2,492,12,6,趣怡,D242,梁家俊,約翰摩亞,125,1029,8,9-1/4,,,,8,8,12,1:10.98,223,
2020-03-14,3,493,1,11,佳景福星,C454,潘頓,葉楚航,124,1130,1,-,,,,3,2,1,0:56.88,4.6,
2020-03-14,3,493,2,13,戰熊三千,C457,利敬國,霍利時,118,1155,14,1-1/4,,,,7,7,2,0:57.04,5.2,
2020-03-14,3,493,3,6,都柏名駒,C436,莫雷拉,文家良,126,1220,6,1-1/2,,,,13,10,3,0:57.08,4.5,
2020-03-14,3,493,4,5,揚名聲,C395,史卓豐,苗禮德,126,1218,8,2,,,,1,1,4,0:57.20,23,
2020-03-14,3,493,5,2,自在人生,B169,波健士,羅富全,128,1163,5,2-3/4,,,,10,8,5,0:57.33,48,
2020-03-14,3,493,6,1,精算八方,A221,陳嘉熙,蔡約翰,126,1130,13,3-1/4,,,,2,5,6,0:57.40,4.2,
2020-03-14,3,493,7,4,勁得手,C030,梁家俊,容天鵬,126,1288,4,3-1/4,,,,5,4,7,0:57.41,145,
2020-03-14,3,493,8,3,富高八斗,B473,何澤堯,姚本輝,128,1127,2,4-1/2,,,,8,3,8,0:57.58,8.7,
2020-03-14,3,493,9,10,陽光大地,A130,黃俊,高伯新,120,1082,11,4-3/4,,,,4,9,9,0:57.64,14,
2020-03-14,3,493,10,9,愛凡達,C187,巫顯東,徐雨石,123,1139,12,5-1/4,,,,12,13,10,0:57.71,73,
2020-03-14,3,493,11,8,富存英雄,D245,蔡明紹,賀賢,126,1146,3,6,,,,9,6,11,0:57.84,14,
2020-03-14,3,493,12,14,西夏之王,C295,黎海榮,蘇偉賢,115,1049,7,7-1/2,,,,11,12,12,0:58.09,317,
2020-03-14,3,493,13,7,財神再到,D030,潘明輝,丁冠豪,124,1077,9,14-1/2,,,,6,11,13,0:59.21,148,
2020-03-14,3,493,WV-A,12,南區寶,D149,郭能,約翰摩亞,122,---,---,---,,,,,,,---,---,
2020-03-14,4,494,1,4,至尊高陞,D052,莫雷拉,蔡約翰,130,1279,2,-,,,7,5,5,1,1:21.78,1.5,
2020-03-14,4,494,2,8,嘉應精彩,C526,薛恩,告東尼,127,1061,12,鼻位,,,3,3,3,2,1:21.79,15,
2020-03-14,4,494,3,6,勁力威龍,C437,何澤堯,文家良,129,1068,5,3/4,,,10,10,8,3,1:21.93,7.4,
2020-03-14,4,494,4,7,泰益善,B358,潘明輝,沈集成,126,1071,4,1-1/2,,,9,8,7,4,1:22.02,37,
2020-03-14,4,494,5,1,閃耀鑽皇,S347,梁家俊,容天鵬,132,1147,11,1-1/2,,,13,13,10,5,1:22.04,76,
2020-03-14,4,494,6,10,保羅承傳,C517,楊明綸,羅富全,125,1054,6,2-1/2,,,2,2,1,6,1:22.18,48,
2020-03-14,4,494,7,13,百寶袋,D008,黎海榮,姚本輝,119,1055,10,3-1/4,,,4,4,4,7,1:22.31,36,
2020-03-14,4,494,8,12,好友利,C223,利敬國,徐雨石,121,1006,8,3-1/4,,,8,9,12,8,1:22.32,9.4,
2020-03-14,4,494,9,3,關鍵時機,C159,蔡明紹,方嘉柏,131,1145,1,4-1/2,,,11,11,9,9,1:22.49,8.8,
2020-03-14,4,494,10,5,真精采,C270,郭能,呂健威,129,1141,7,5-1/2,,,6,7,6,10,1:22.65,46,
2020-03-14,4,494,11,14,醫生雄星,C335,蘇狄雄,賀賢,113,1056,3,5-1/2,,,12,12,11,11,1:22.67,320,
2020-03-14,4,494,12,9,怪獸都市,A190,巫顯東,何良,124,1154,9,12-1/4,,,1,1,2,12,1:23.73,39,
2020-03-14,4,494,13,2,牽旺羣星,D062,波健士,蘇保羅,132,1069,13,23,,,14,14,14,13,1:25.48,397,
2020-03-14,4,494,14,11,幸運勝駒,C514,黃俊,丁冠豪,119,1148,14,25,,,5,6,13,14,1:25.80,374,
2020-03-14,5,495,1,10,精彩千里,C331,梁家俊,約翰摩亞,122,1139,9,-,,1,1,1,1,1,1:47.73,10,
2020-03-14,5,495,2,2,為食格格,C312,莫雷拉,蘇偉賢,132,1261,7,頸位,,4,3,4,4,2,1:47.80,2.4,
2020-03-14,5,495,3,4,榮冠大道,V378,潘頓,葉楚航,131,1168,1,2-1/4,,8,6,7,7,3,1:48.09,5,
2020-03-14,5,495,4,8,威利熱流,T281,薛恩,蘇保羅,126,1132,6,4-1/4,,10,9,10,6,4,1:48.43,54,
2020-03-14,5,495,5,7,南莊瑞寶,B428,何澤堯,呂健威,127,1156,2,6-1/4,,6,8,8,9,5,1:48.73,3.5,
2020-03-14,5,495,6,13,如沐春風,B150,利敬國,鄭俊偉,115,1072,8,6-3/4,,13,12,12,12,6,1:48.83,24,
2020-03-14,5,495,7,5,榮惑,C370,史卓豐,告東尼,127,1013,4,6-3/4,,11,11,11,11,7,1:48.83,144,
2020-03-14,5,495,8,14,喜盈運,V337,巫顯東,何良,110,1123,13,7-1/4,,12,14,14,14,8,1:48.89,66,
2020-03-14,5,495,9,3,王者再現,V156,蔡明紹,姚本輝,132,1133,14,8,,9,5,3,3,9,1:49.02,68,
2020-03-14,5,495,10,12,好腳頭,S131,黃皓楠,羅富全,114,1198,5,9-1/4,,14,13,13,13,10,1:49.20,67,
2020-03-14,5,495,11,9,御風超影,C268,楊明綸,丁冠豪,125,1041,10,9-3/4,,3,4,5,8,11,1:49.29,118,
2020-03-14,5,495,12,6,悅目星光,A137,黃俊,徐雨石,122,1106,11,11-1/2,,2,2,2,2,12,1:49.58,69,
2020-03-14,5,495,13,1,上浦福滿,A193,波健士,霍利時,133,1044,3,14,,7,7,6,5,13,1:49.99,25,
2020-03-14,5,495,14,11,劍聶風,A201,潘明輝,鄭俊偉,119,1069,12,14-3/4,,5,10,9,10,14,1:50.10,22,
2020-03-14,6,496,1,7,行雲流水,D233,梁家俊,沈集成,122,1145,4,-,,,1,1,1,1,1:21.59,14,
2020-03-14,6,496,2,9,高明駿將,C511,何澤堯,呂健威,119,1011,2,短馬頭位,,,7,5,4,2,1:21.61,6.1,
2020-03-14,6,496,3,10,大眾歡呼,C225,莫雷拉,羅富全,118,1142,7,1/2,,,4,6,7,3,1:21.67,4.1,
2020-03-14,6,496,4,8,歡樂小子,S235,潘頓,文家良,120,1279,14,1/2,,,10,12,10,4,1:21.70,12,
2020-03-14,6,496,5,6,玩具達人,D203,蔡明紹,姚本輝,124,1039,5,3/4,,,12,8,8,5,1:21.74,44,
2020-03-14,6,496,6,13,獨角寶寶,C203,潘明輝,高伯新,114,1138,1,1,,,9,7,6,6,1:21.75,9.3,
2020-03-14,6,496,7,1,凱旋駿驥,B430,黃皓楠,丁冠豪,112,1113,13,1-3/4,,,8,13,13,7,1:21.86,39,
2020-03-14,6,496,8,2,美麗精神,B409,薛恩,告東尼,130,1277,11,2,,,2,3,3,8,1:21.92,6.4,
2020-03-14,6,496,9,12,湛江最醒,B406,楊明綸,蘇偉賢,117,1064,12,2,,,14,11,9,9,1:21.92,29,
2020-03-14,6,496,10,4,心多多,B264,黃俊,蘇保羅,124,1030,8,2-1/2,,,11,9,12,10,1:21.98,6.8,
2020-03-14,6,496,11,14,好友益,T265,巫顯東,徐雨石,111,1048,10,2-3/4,,,13,14,14,11,1:22.03,112,
2020-03-14,6,496,12,3,請跟我來,B440,陳嘉熙,蔡約翰,123,1125,9,4-3/4,,,5,10,11,12,1:22.35,13,
2020-03-14,6,496,13,11,家家成功,D069,波健士,徐雨石,118,1183,3,8,,,3,4,5,13,1:22.86,208,
2020-03-14,6,496,14,5,銀紙,B025,史卓豐,苗禮德,127,1116,6,8-1/4,,,6,2,2,14,1:22.93,13,
2020-03-14,6,496,WV,0,協進神駒,D263,利敬國,韋達,133,---,---,---,,,,,,,---,---,
2020-03-14,7,497,1,2,精算閃擊,B147,史卓豐,蔡約翰,132,1139,4,-,,,3,3,2,1,1:38.30,7.3,
2020-03-14,7,497,2,5,蒙古王,A098,波健士,徐雨石,129,1122,3,1-1/2,,,7,7,6,2,1:38.52,16,
2020-03-14,7,497,3,11,加州銀晉,C042,巫顯東,告東尼,113,1130,8,1-1/2,,,1,1,1,3,1:38.54,22,
2020-03-14,7,497,4,8,八太子,A426,利敬國,沈集成,118,1065,6,1-1/2,,,4,4,4,4,1:38.55,11,
2020-03-14,7,497,5,9,紅麗舍,A005,潘頓,文家良,120,1157,2,1-3/4,,,8,8,7,5,1:38.58,4.8,
2020-03-14,7,497,6,3,繽紛遊戲,C013,陳嘉熙,羅富全,124,1072,11,2,,,6,6,8,6,1:38.61,24,
2020-03-14,7,497,7,12,安賦,B353,黃俊,方嘉柏,110,1098,9,2-1/2,,,13,13,14,7,1:38.71,22,
2020-03-14,7,497,8,1,鑽飛鷹,B309,梁家俊,姚本輝,132,1177,10,2-3/4,,,2,2,3,8,1:38.75,24,
2020-03-14,7,497,9,14,進力之城,D113,蔡明紹,韋達,113,1045,5,3-1/4,,,10,10,9,9,1:38.82,30,
2020-03-14,7,497,10,6,福威勝,B223,何澤堯,呂健威,124,1137,12,3-1/4,,,12,12,12,10,1:38.82,10,
2020-03-14,7,497,11,4,滿冠熊,C143,莫雷拉,霍利時,130,1006,7,4-1/4,,,11,11,10,11,1:38.97,2.6,
2020-03-14,7,497,12,13,旅遊首席,T098,蘇狄雄,鄭俊偉,111,1212,14,5,,,9,9,11,12,1:39.08,110,
2020-03-14,7,497,13,7,和平路,B161,黃皓楠,容天鵬,116,1140,13,5,,,14,14,13,13,1:39.11,50,
2020-03-14,7,497,14,10,老撾之光,C291,潘明輝,約翰摩亞,115,989,1,7-3/4,,,5,5,5,14,1:39.52,78,
2020-03-14,8,498,1,4,精明才子,B090,梁家俊,羅富全,121,1127,2,-,,,7,6,6,1,1:33.67,17,
2020-03-14,8,498,2,3,協霸神駒,B405,薛恩,沈集成,122,1081,8,頭位,,,11,11,8,2,1:33.70,19,
2020-03-14,8,498,3,5,安騏,B109,陳嘉熙,約翰摩亞,113,1058,11,頸位,,,1,1,1,3,1:33.72,12,
2020-03-14,8,498,4,6,載譽歸來,C215,史卓豐,羅富全,120,1169,1,頸位,,,6,7,7,4,1:33.72,16,
2020-03-14,8,498,5,11,友誼至好,C050,何澤堯,姚本輝,114,1010,3,1/2,,,8,9,9,5,1:33.74,2.9,
2020-03-14,8,498,6,7,百步穿雲,A165,蔡明紹,賀賢,118,1144,6,1,,,9,8,10,6,1:33.82,14,
2020-03-14,8,498,7,9,志趣相投,A367,莫雷拉,蔡約翰,115,1102,5,1-1/4,,,5,4,4,7,1:33.85,13,
2020-03-14,8,498,8,1,嘉應之星,C198,潘頓,告東尼,133,1126,10,1-1/2,,,2,2,2,8,1:33.91,2.8,
2020-03-14,8,498,9,10,奔雷,B328,利敬國,羅富全,115,1058,7,1-3/4,,,10,10,11,9,1:33.96,13,
2020-03-14,8,498,10,8,信心保證,B105,潘明輝,約翰摩亞,111,1265,4,5,,,4,5,5,10,1:34.45,38,
2020-03-14,8,498,11,2,達龍駒,C075,波健士,羅富全,124,1130,9,9-3/4,,,3,3,3,11,1:35.23,44,
2020-03-14,9,499,1,2,場場精綵,D126,潘頓,告東尼,133,1070,12,-,,,,9,9,1,1:08.94,7.9,
2020-03-14,9,499,2,10,行星夢,D100,利敬國,沈集成,116,1309,8,頸位,,,,6,8,2,1:09.00,2.5,
2020-03-14,9,499,3,1,極速王,C231,史卓豐,丁冠豪,133,1098,6,頸位,,,,7,6,3,1:09.00,4.9,
2020-03-14,9,499,4,12,鎮山寶,C141,梁家俊,姚本輝,115,1110,2,3/4,,,,4,5,4,1:09.07,14,
2020-03-14,9,499,5,6,嘉應傳奇,B234,楊明綸,容天鵬,120,1117,10,1-1/4,,,,3,2,5,1:09.16,25,
2020-03-14,9,499,6,3,健康美麗,B384,陳嘉熙,約翰摩亞,125,1044,5,1-1/2,,,,8,7,6,1:09.19,15,
2020-03-14,9,499,7,4,傳盛,B416,薛恩,呂健威,126,1206,1,2,,,,2,3,7,1:09.25,3.4,
2020-03-14,9,499,8,8,運來福星,C473,波健士,徐雨石,117,1029,3,4-1/4,,,,5,4,8,1:09.60,114,
2020-03-14,9,499,9,11,霸勝,A270,潘明輝,葉楚航,112,1295,11,7-1/4,,,,1,1,9,1:10.10,151,
2020-03-14,9,499,10,5,豪情勁駿,D325,巫顯東,何良,121,1047,4,7-3/4,,,,10,10,10,1:10.17,156,
2020-03-14,9,499,11,7,陽明酷酷,C259,何澤堯,方嘉柏,118,1067,9,7-3/4,,,,11,11,11,1:10.18,227,
2020-03-14,9,499,WV-A,9,星叻,C257,莫雷拉,羅富全,117,---,---,---,,,,,,,---,---,
2020-03-14,10,500,1,3,高大威猛,C470,潘頓,姚本輝,123,1213,3,-,,,1,1,1,1,1:21.43,1.4,
2020-03-14,10,500,2,4,利害了,C367,利敬國,韋達,123,1079,1,1-3/4,,,3,3,3,2,1:21.70,10,
2020-03-14,10,500,3,11,美麗標緻,C057,何澤堯,告東尼,117,1077,2,2-1/2,,,6,5,5,3,1:21.83,14,
2020-03-14,10,500,4,8,智力寶,B311,莫雷拉,蔡約翰,119,1183,12,2-1/2,,,5,6,6,4,1:21.85,16,
2020-03-14,10,500,5,2,紀利雄星,C041,薛恩,沈集成,125,1269,4,4,,,2,2,2,5,1:22.09,11,
2020-03-14,10,500,6,1,美麗甜心,B410,梁家俊,約翰摩亞,129,1153,13,4-1/4,,,4,4,4,6,1:22.10,29,
2020-03-14,10,500,7,7,財富超影,C392,蘇狄雄,蘇保羅,117,1099,7,5-3/4,,,11,11,10,7,1:22.36,45,
2020-03-14,10,500,8,9,超跑王,C479,楊明綸,容天鵬,119,1138,6,6-1/4,,,7,8,8,8,1:22.45,239,
