,race_no,going,race_type,plc,horse_no,horse_name,jockey_name,trainer_name,actual_wt,declared_wt,draw,lbw,running_pos,finish_time,public_odds,date,race_id,race_dist,horse_id
1061,RACE_8,GOOD,CLASS_2,3,12.0,REGENCY_BO_BO,A Badel,C S Shum,114,1166,7,2,9 10 3,1:08.22,15,01/12/2019,215,1200,A050
1062,RACE_8,GOOD,CLASS_2,4,11.0,ENCORE_BOY,S de Sousa,P F Yiu,115,1126,10,2-1/4,7 6 4,1:08.23,9.2,01/12/2019,215,1200,A177
1063,RACE_8,GOOD,CLASS_2,5,5.0,STAR_SHINE,H T Mo,K W Lui,116,1198,9,2-1/2,12 11 5,1:08.30,68,01/12/2019,215,1200,B163
1064,RACE_8,GOOD,CLASS_2,6,3.0,FORTUNE_BOOTH,C Y Ho,J Moore,127,1097,5,3-3/4,10 7 6,1:08.50,8.3,01/12/2019,215,1200,A418
1065,RACE_8,GOOD,CLASS_2,7,6.0,SEVEN_HEAVENS,J Moreira,C Fownes,118,1073,4,5-1/2,8 8 7,1:08.79,5.5,01/12/2019,215,1200,B089
1066,RACE_8,GOOD,CLASS_2,8,8.0,SUPER_TURBO,M F Poon,D J Hall,115,1068,2,6-1/2,11 12 8,1:08.95,34,01/12/2019,215,1200,V310
1067,RACE_8,GOOD,CLASS_2,9,4.0,WALDORF,L Hewitson,A S Cruz,121,1082,1,8,6 9 9,1:09.16,24,01/12/2019,215,1200,B253
1068,RACE_8,GOOD,CLASS_2,10,1.0,SAUL'S_SPECIAL,N Callan,C W Chang,132,1115,11,10,4 2 10,1:09.49,123,01/12/2019,215,1200,A293
1069,RACE_8,GOOD,CLASS_2,11,10.0,TELECOM_PUMA,H W Lai,K H Ting,116,1138,12,13-3/4,2 4 11,1:10.11,106,01/12/2019,215,1200,C181
1070,RACE_8,GOOD,CLASS_2,12,9.0,SPEED_VISION,K C Leung,F C Lor,117,1177,6,18-1/2,3 5 12,1:10.87,105,01/12/2019,215,1200,B211
1071,RACE_9,GOOD,CLASS_3,1,13.0,ENFOLDING,S de Sousa,C Fownes,118,1086,3,-,8 8 7 1,1:38.74,4.1,01/12/2019,216,1650,B353
1072,RACE_9,GOOD,CLASS_3,2,6.0,HOLY_HEART,C Y Ho,K W Lui,126,1107,8,HD,11 11 11 2,1:38.76,5.6,01/12/2019,216,1650,C443
1073,RACE_9,GOOD,CLASS_3,3,9.0,LAST_KINGDOM,A Sanna,D J Whyte,125,1046,5,1/2,4 3 3 3,1:38.84,22,01/12/2019,216,1650,B203
1074,RACE_9,GOOD,CLASS_3,4 DH,2.0,ENDEARING,N Callan,J Moore,132,1119,9,3/4,7 7 8 4,1:38.85,21,01/12/2019,216,1650,V338
1075,RACE_9,GOOD,CLASS_3,4 DH,14.0,GENERAL_DINO,J Moreira,D E Ferraris,118,1059,13,3/4,9 9 9 4,1:38.85,9.7,01/12/2019,216,1650,A193
1076,RACE_9,GOOD,CLASS_3,6,7.0,MONGOLIAN_LEGEND,H W Lai,Y S Tsui,126,1162,2,1-1/4,5 5 5 6,1:38.95,16,01/12/2019,216,1650,B317
1077,RACE_9,GOOD,CLASS_3,7,1.0,COBY_OPPA,K Teetan,F C Lor,133,1050,7,2,3 4 4 7,1:39.04,5.8,01/12/2019,216,1650,C192
1078,RACE_9,GOOD,CLASS_3,8,4.0,VOLPINO,B Shinn,T P Yung,129,1136,6,2,10 10 10 8,1:39.05,15,01/12/2019,216,1650,B161
1079,RACE_9,GOOD,CLASS_3,9,8.0,OWNERS'_STAR,H T Mo,C S Shum,123,1064,10,3,14 14 14 9,1:39.22,43,01/12/2019,216,1650,B427
1080,RACE_9,GOOD,CLASS_3,10,3.0,BEAUTY_ICON,M Chadwick,A S Cruz,130,1087,11,4,2 2 2 10,1:39.36,17,01/12/2019,216,1650,C057
1081,RACE_9,GOOD,CLASS_3,11,11.0,DEAL_MAKER,A Badel,K H Ting,119,1153,14,4,1 1 1 11,1:39.39,5.6,01/12/2019,216,1650,B023
1082,RACE_9,GOOD,CLASS_3,12,5.0,HANG'S_DECISION,K C Leung,W Y So,127,1100,1,5,6 6 6 12,1:39.54,36,01/12/2019,216,1650,T262
1083,RACE_9,GOOD,CLASS_3,13,10.0,CHUNG_WAH_SPIRIT,H N Wong,C H Yip,120,1110,12,6-1/2,13 13 12 13,1:39.78,141,01/12/2019,216,1650,A168
1084,RACE_9,GOOD,CLASS_3,14,12.0,GRAN_MASTER,T H So,L Ho,117,1138,4,18,12 12 13 14,1:41.62,109,01/12/2019,216,1650,V336
1085,RACE_10,GOOD,CLASS_3,1,5.0,FOLLOW_ME,J Moreira,J Size,130,1105,1,-,4 4 4 1,1:21.66,5.4,01/12/2019,217,1400,B440
1086,RACE_10,GOOD,CLASS_3,2,10.0,ULTIMATE_GLORY,H W Lai,K L Man,121,1289,7,N,10 9 8 2,1:21.71,60,01/12/2019,217,1400,S235
1087,RACE_10,GOOD,CLASS_3,3,13.0,FALCON_TURBO,K Teetan,D J Whyte,117,1151,8,1/2,3 5 5 3,1:21.76,14,01/12/2019,217,1400,B164
1088,RACE_10,GOOD,CLASS_3,4,3.0,HELLO_BEAUTY,N Callan,J Moore,131,1171,10,1,2 3 3 4,1:21.82,29,01/12/2019,217,1400,B410
1089,RACE_10,GOOD,CLASS_3,5,9.0,HAPPY_FORCE,M Chadwick,T P Yung,121,1082,5,1-1/2,1 2 1 5,1:21.91,10,01/12/2019,217,1400,B227
1090,RACE_10,GOOD,CLASS_3,6,4.0,ASSIMILATE,R Bayliss,K H Ting,130,1114,2,1-3/4,8 7 6 6,1:21.95,13,01/12/2019,217,1400,C160
1091,RACE_10,GOOD,CLASS_3,7,11.0,GREAT_TREASURE,C Y Ho,Y S Tsui,118,1019,4,3-1/4,12 14 10 7,1:22.17,11,01/12/2019,217,1400,T380
1092,RACE_10,GOOD,CLASS_3,8,12.0,EZRA,S de Sousa,A T Millard,117,1114,6,4,7 10 14 8,1:22.30,2.7,01/12/2019,217,1400,C056
1093,RACE_10,GOOD,CLASS_3,9,7.0,MONEY_BACK,B Shinn,P O'Sullivan,123,1106,11,4-1/4,11 12 13 9,1:22.33,109,01/12/2019,217,1400,C392
1094,RACE_10,GOOD,CLASS_3,10,8.0,EVERYONE'S_JOY,A Badel,F C Lor,121,1160,3,4-1/4,6 6 7 10,1:22.34,4.9,01/12/2019,217,1400,C225
1095,RACE_10,GOOD,CLASS_3,11,14.0,TANG_FLEMING,H N Wong,C W Chang,114,1199,14,6-1/2,5 1 2 11,1:22.71,294,01/12/2019,217,1400,A067
1096,RACE_10,GOOD,CLASS_3,12,6.0,HONEST_WAY,U Rispoli,D E Ferraris,126,1236,9,7,9 11 9 12,1:22.76,41,01/12/2019,217,1400,B200
1097,RACE_10,GOOD,CLASS_3,13,1.0,INVINCIBLE_MISSILE,K C Leung,W Y So,133,1074,13,11,14 13 12 13,1:23.41,27,01/12/2019,217,1400,C037
1098,RACE_10,GOOD,CLASS_3,14,2.0,FEARLESS_FIRE,M F Poon,C Fownes,130,1182,12,11-3/4,13 8 11 14,1:23.53,86,01/12/2019,217,1400,B085
1099,RACE_1,GOOD,CLASS_5,1,6.0,GOUTEN_OF_GARO,N Callan,D E Ferraris,131,1123,3,-,1 1 1,0:57.06,3.8,27/11/2019,199,1000,A291
1100,RACE_1,GOOD,CLASS_5,2,2.0,EXCEL_DELIGHT,J Moreira,J Size,133,1115,2,2,5 3 2,0:57.39,11,27/11/2019,199,1000,C006
1101,RACE_1,GOOD,CLASS_5,3,4.0,LA_BOMBA,A Badel,D J Whyte,132,1067,5,4,2 2 3,0:57.68,4.9,27/11/2019,199,1000,B143
1102,RACE_1,GOOD,CLASS_5,4,11.0,SHOW_MISSION,H W Lai,C W Chang,119,1109,1,4-3/4,8 7 4,0:57.82,14,27/11/2019,199,1000,T436
1103,RACE_1,GOOD,CLASS_5,5,7.0,ROYAL_CHOCOLATE,S de Sousa,W Y So,131,1167,4,5-1/2,4 5 5,0:57.92,5.2,27/11/2019,199,1000,A356
1104,RACE_1,GOOD,CLASS_5,6,12.0,WHISTLE_UP,H T Mo,L Ho,111,1179,9,6,7 6 6,0:58.03,25,27/11/2019,199,1000,A082
1105,RACE_1,GOOD,CLASS_5,7,3.0,WINWIN_THIRTYTHREE,M F Poon,P F Yiu,131,992,11,6,12 12 7,0:58.03,11,27/11/2019,199,1000,C110
1106,RACE_1,GOOD,CLASS_5,8,9.0,HAPPY_COOPERATION,R Bayliss,K L Man,126,1146,7,7,6 9 8,0:58.19,24,27/11/2019,199,1000,T392
1107,RACE_1,GOOD,CLASS_5,9,1.0,DEMONS_ROCK,C Y Ho,D J Hall,133,1068,10,7-1/4,9 11 9,0:58.22,5.8,27/11/2019,199,1000,B263
1108,RACE_1,GOOD,CLASS_5,10,5.0,BANDY,C Schofield,R Gibson,131,1035,12,8-1/4,11 10 10,0:58.37,59,27/11/2019,199,1000,C282
1109,RACE_1,GOOD,CLASS_5,11,10.0,TRIUMPHANT_LORD,B Shinn,C S Shum,124,1168,8,8-3/4,3 4 11,0:58.46,56,27/11/2019,199,1000,C101
1110,RACE_1,GOOD,CLASS_5,12,8.0,GREAT_VICTORY,U Rispoli,C H Yip,126,1009,6,21-1/2,10 8 12,1:00.49,37,27/11/2019,199,1000,B419
1111,RACE_2,GOOD,CLASS_4,1,1.0,TOP_SCORE,J Moreira,K W Lui,133,1125,2,-,7 6 1,1:09.77,2.1,27/11/2019,200,1200,V357
1112,RACE_2,GOOD,CLASS_4,2,11.0,COMPASSION_STAR,M Chadwick,K L Man,119,1099,7,2,3 2 2,1:10.08,8.8,27/11/2019,200,1200,A121
1113,RACE_2,GOOD,CLASS_4,3,7.0,THE_ONE,L Hewitson,Y S Tsui,122,1177,9,2-1/4,1 1 3,1:10.14,33,27/11/2019,200,1200,B073
1114,RACE_2,GOOD,CLASS_4,4,5.0,IRON_BOY,U Rispoli,D J Whyte,126,1156,5,2-1/4,9 10 4,1:10.15,11,27/11/2019,200,1200,V071
1115,RACE_2,GOOD,CLASS_4,5,6.0,GRAND_HARBOUR,H N Wong,C W Chang,121,1212,3,2-1/2,2 3 5,1:10.18,50,27/11/2019,200,1200,P421
1116,RACE_2,GOOD,CLASS_4,6,10.0,SIMPLY_FLUKE,S de Sousa,C H Yip,120,1093,11,3,10 8 6,1:10.23,7.8,27/11/2019,200,1200,C352
1117,RACE_2,GOOD,CLASS_4,7,9.0,SUPREME_PLUS,C Y Ho,F C Lor,121,1106,8,3-3/4,6 4 7,1:10.38,12,27/11/2019,200,1200,C252
1118,RACE_2,GOOD,CLASS_4,8,2.0,SUPER_LUCKY,A Sanna,C Fownes,127,1210,10,4-1/4,11 12 8,1:10.46,34,27/11/2019,200,1200,A251
1119,RACE_2,GOOD,CLASS_4,9,12.0,FOCUS,A Badel,P F Yiu,118,1102,4,4-3/4,5 5 9,1:10.52,5.2,27/11/2019,200,1200,C254
1120,RACE_2,GOOD,CLASS_4,10,8.0,KUNG_FU_TEA,R Bayliss,D J Hall,121,1123,6,5-1/4,12 11 10,1:10.60,23,27/11/2019,200,1200,C136
1121,RACE_2,GOOD,CLASS_4,11,3.0,CAMFORD_MAGIC,T H So,W Y So,124,1109,1,7-1/2,8 9 11,1:10.95,239,27/11/2019,200,1200,C468
1122,RACE_2,GOOD,CLASS_4,12,4.0,GALAXY_EMPEROR,H T Mo,A S Cruz,123,1057,12,20-1/2,4 7 12,1:13.05,48,27/11/2019,200,1200,D107
1123,RACE_3,GOOD,CLASS_5,1,3.0,GOLDEN_KID,A Sanna,K W Lui,128,1084,8,-,7 8 8 8 1,1:50.72,8.7,27/11/2019,201,1800,V232
1124,RACE_3,GOOD,CLASS_5,2,12.0,ROMANTIC_JOURNEY,J Moreira,C W Chang,115,1099,7,N,8 9 10 10 2,1:50.75,3.1,27/11/2019,201,1800,B107
1125,RACE_3,GOOD,CLASS_5,3,6.0,SKY_GEM,B Shinn,C Fownes,126,1173,12,1-1/4,10 11 12 9 3,1:50.92,14,27/11/2019,201,1800,C251
1126,RACE_3,GOOD,CLASS_5,4,8.0,VIRTUS_STAR,L Hewitson,D J Hall,121,1053,9,2-1/2,11 10 11 7 4,1:51.10,14,27/11/2019,201,1800,B395
1127,RACE_3,GOOD,CLASS_5,5,11.0,MONEY_MARSHAL,M Chadwick,P O'Sullivan,116,1114,10,2-1/2,1 1 1 1 5,1:51.13,15,27/11/2019,201,1800,B134
1128,RACE_3,GOOD,CLASS_5,6,5.0,DRAGON_WARRIOR,C Y Ho,K H Ting,127,1208,3,3,6 7 7 2 6,1:51.20,10,27/11/2019,201,1800,V202
1129,RACE_3,GOOD,CLASS_5,7,2.0,REGENCY_GEM,N Callan,W Y So,130,1167,11,4-1/4,2 2 2 3 7,1:51.41,13,27/11/2019,201,1800,C035
1130,RACE_3,GOOD,CLASS_5,8,7.0,LUCKY_SHINY_DAY,T H So,L Ho,123,1032,5,4-1/4,3 4 4 4 8,1:51.41,8.9,27/11/2019,201,1800,A273
1131,RACE_3,GOOD,CLASS_5,9,1.0,LE_PANACHE,S de Sousa,D J Whyte,133,1089,2,5,5 3 3 6 9,1:51.52,7.6,27/11/2019,201,1800,V369
1132,RACE_3,GOOD,CLASS_5,10,10.0,OUR_GREEN,U Rispoli,C H Yip,119,1178,6,5-1/2,9 5 5 5 10,1:51.59,36,27/11/2019,201,1800,B448
1133,RACE_3,GOOD,CLASS_5,11,9.0,YOUNG_GLORY,A Badel,D E Ferraris,120,1215,1,8-3/4,12 12 9 12 11,1:52.12,7.8,27/11/2019,201,1800,B292
1134,RACE_3,GOOD,CLASS_5,12,4.0,STRAPPING_BAUHINIA,C Schofield,Y S Tsui,128,1013,4,12,4 6 6 11 12,1:52.65,72,27/11/2019,201,1800,B325
1135,RACE_4,GOOD,CLASS_4,1,6.0,ABOVE,S de Sousa,J Moore,121,999,10,-,2 3 2 2 1 1,2:17.32,4.9,27/11/2019,202,2200,B345
1136,RACE_4,GOOD,CLASS_4,2,10.0,DIONYSUS_COLLIN,J Moreira,K W Lui,116,1043,6,HD,9 6 8 9 9 2,2:17.35,3,27/11/2019,202,2200,B436
1137,RACE_4,GOOD,CLASS_4,3,12.0,GARLIC_YEAH,M Chadwick,C H Yip,114,1023,8,1-1/2,4 4 4 4 3 3,2:17.55,20,27/11/2019,202,2200,V039
1138,RACE_4,GOOD,CLASS_4,4,8.0,CHEERFUL_STAR,L Hewitson,F C Lor,119,1023,1,2,5 5 5 6 6 4,2:17.64,6.4,27/11/2019,202,2200,B326
1139,RACE_4,GOOD,CLASS_4,5,5.0,BULLISH_GLORY,C Schofield,C W Chang,123,1104,5,2-1/4,12 12 12 12 12 5,2:17.69,13,27/11/2019,202,2200,A118
1140,RACE_4,GOOD,CLASS_4,6,7.0,SANGRIA,N Callan,D E Ferraris,121,1056,3,2-3/4,8 9 9 8 8 6,2:17.75,14,27/11/2019,202,2200,A065
1141,RACE_4,GOOD,CLASS_4,7,1.0,PERFECT_TO_PLAY,A Badel,C Fownes,133,1017,4,2-3/4,10 10 10 11 10 7,2:17.78,10,27/11/2019,202,2200,B095
1142,RACE_4,GOOD,CLASS_4,8,3.0,GOOD_DAYS,B Shinn,C S Shum,125,1106,9,3-1/4,7 8 6 5 5 8,2:17.85,36,27/11/2019,202,2200,A333
1143,RACE_4,GOOD,CLASS_4,9,2.0,HAPPY_ROCKY,A Sanna,C W Chang,128,1108,11,3-1/2,11 11 11 10 11 9,2:17.90,36,27/11/2019,202,2200,S147
1144,RACE_4,GOOD,CLASS_4,10,4.0,FAITHFUL_TRINITY,C Y Ho,R Gibson,124,1084,7,4-1/2,3 2 3 3 4 10,2:18.02,17,27/11/2019,202,2200,A247
1145,RACE_4,GOOD,CLASS_4,11,11.0,AMAZING_AGILITY,H W Lai,L Ho,115,1005,2,5,6 7 7 7 7 11,2:18.13,9.1,27/11/2019,202,2200,V192
1146,RACE_4,GOOD,CLASS_4,12,9.0,GOLDEN_TURBO,M F Poon,P O'Sullivan,115,1115,12,11-1/2,1 1 1 1 2 12,2:19.14,128,27/11/2019,202,2200,C085
1147,RACE_5,GOOD,CLASS_4,1,10.0,MEHBOOB,M Chadwick,P O'Sullivan,119,1210,9,-,2 1 1,1:10.61,9.6,27/11/2019,203,1200,C239
1148,RACE_5,GOOD,CLASS_4,2,4.0,KING'S_TROOPER,J Moreira,P F Yiu,130,1157,3,1/2,6 7 2,1:10.69,2.2,27/11/2019,203,1200,C130
1149,RACE_5,GOOD,CLASS_4,3,6.0,REGENCY_POET,C Schofield,K L Man,125,1208,5,3/4,3 3 3,1:10.75,4.2,27/11/2019,203,1200,D010
1150,RACE_5,GOOD,CLASS_4,4,3.0,SPLIT_OF_A_SECOND,M F Poon,L Ho,130,1106,12,1-1/4,11 11 4,1:10.81,18,27/11/2019,203,1200,B027
1151,RACE_5,GOOD,CLASS_4,5,5.0,STAR_OF_THEHARBOUR,C Y Ho,D J Hall,126,1060,1,1-3/4,10 8 5,1:10.91,58,27/11/2019,203,1200,C078
1152,RACE_5,GOOD,CLASS_4,6,9.0,SPEEDY_MISSILE,U Rispoli,K H Ting,120,1147,2,2,5 6 6,1:10.94,38,27/11/2019,203,1200,C281
1153,RACE_5,GOOD,CLASS_4,7,1.0,FARSHAD,H W Lai,Y S Tsui,133,1129,8,2-1/2,7 4 7,1:11.02,11,27/11/2019,203,1200,B238
1154,RACE_5,GOOD,CLASS_4,8,2.0,JOLLY_CONVERGENCE,N Callan,R Gibson,132,1088,10,2-3/4,9 9 8,1:11.03,22,27/11/2019,203,1200,V293
1155,RACE_5,GOOD,CLASS_4,9,7.0,GINTOKI,H N Wong,T P Yung,120,1133,11,4-3/4,1 2 9,1:11.38,25,27/11/2019,203,1200,C216
1156,RACE_5,GOOD,CLASS_4,10,8.0,LITTLE_THUNDER,S de Sousa,A T Millard,123,1116,7,4-3/4,4 5 10,1:11.38,6.8,27/11/2019,203,1200,C453
1157,RACE_5,GOOD,CLASS_4,11,11.0,SPICY_REALLY,A Sanna,F C Lor,119,1064,4,5-1/2,8 10 11,1:11.49,73,27/11/2019,203,1200,C021
1158,RACE_5,GOOD,CLASS_4,WV-A,12.0,PLANET_NICCONI,T H So,W Y So,115,---,---,---,---,---,---,27/11/2019,203,1200,B417
1159,RACE_6,GOOD,CLASS_3,1,6.0,SPECIAL_STARS,J Moreira,J Size,124,1096,1,-,6 3 1,0:57.04,5,27/11/2019,204,1000,C010
1160,RACE_6,GOOD,CLASS_3,2,10.0,JUMBO_PRIZE,R Bayliss,C Fownes,119,1152,2,N,1 1 2,0:57.09,2.7,27/11/2019,204,1000,C283
1161,RACE_6,GOOD,CLASS_3,3,12.0,E_STAR,M F Poon,K L Man,113,1035,3,2-1/2,12 9 3,0:57.45,10,27/11/2019,204,1000,C132
1162,RACE_6,GOOD,CLASS_3,4,5.0,BALTIC_WHISPER,B Shinn,C S Shum,126,1137,4,3-3/4,2 2 4,0:57.66,6.3,27/11/2019,204,1000,B216
1163,RACE_6,GOOD,CLASS_3,5,4.0,DRAGON_PIONEER,U Rispoli,Y S Tsui,131,1139,7,4-1/4,8 5 5,0:57.73,37,27/11/2019,204,1000,A381
1164,RACE_6,GOOD,CLASS_3,6,1.0,GENTLE_BREEZE,M Chadwick,P F Yiu,133,1191,10,4-1/2,9 11 6,0:57.74,4.7,27/11/2019,204,1000,B343
1165,RACE_6,GOOD,CLASS_3,7,11.0,VERY_RICH_MAN,H T Mo,L Ho,116,1080,5,5-1/2,3 4 7,0:57.90,31,27/11/2019,204,1000,V286
1166,RACE_6,GOOD,CLASS_3,8,3.0,CALIFORNIA_ARCHER,L Hewitson,A S Cruz,131,1112,8,5-1/2,7 8 8,0:57.91,28,27/11/2019,204,1000,A417
1167,RACE_6,GOOD,CLASS_3,9,2.0,STORM_SIGNAL,A Badel,D J Whyte,132,1177,6,8,4 6 9,0:58.32,18,27/11/2019,204,1000,B055
1168,RACE_6,GOOD,CLASS_3,10,8.0,HARD_PROMISE,H N Wong,T P Yung,118,1113,9,10,5 10 10,0:58.62,133,27/11/2019,204,1000,A373
1169,RACE_6,GOOD,CLASS_3,11,7.0,OOGA_CHAKA,C Schofield,K H Ting,123,1074,11,13-3/4,11 12 11,0:59.25,251,27/11/2019,204,1000,C259
1170,RACE_6,GOOD,CLASS_3,12,9.0,BEAUTY_CHARISMA,C Y Ho,J Moore,120,1054,12,14-3/4,10 7 12,0:59.39,31,27/11/2019,204,1000,C274
1171,RACE_7,GOOD,CLASS_4,1,4.0,GUNNAR,B Shinn,C Fownes,126,1129,2,-,2 1 1,1:09.93,3.2,27/11/2019,205,1200,C222
1172,RACE_7,GOOD,CLASS_4,2,3.0,HAPPY_ALUMNI,C Y Ho,K W Lui,129,1230,1,3/4,8 7 2,1:10.04,3.5,27/11/2019,205,1200,C065
1173,RACE_7,GOOD,CLASS_4,3,10.0,NICE_KICK,J Moreira,J Size,122,1108,10,2,10 9 3,1:10.22,9.4,27/11/2019,205,1200,B002
1174,RACE_7,GOOD,CLASS_4,4,7.0,SUPER_WINNER,A Badel,C H Yip,125,1183,5,2,3 3 4,1:10.25,5,27/11/2019,205,1200,C341
1175,RACE_7,GOOD,CLASS_4,5,2.0,POWERMAX,N Callan,R Gibson,132,1155,4,2,5 4 5,1:10.27,14,27/11/2019,205,1200,A009
1176,RACE_7,GOOD,CLASS_4,6,9.0,PLAY_TO_WIN,R Bayliss,T P Yung,123,1059,11,3-3/4,12 11 6,1:10.53,43,27/11/2019,205,1200,B468
1177,RACE_7,GOOD,CLASS_4,7,11.0,WAYFOONG_CHARMER,C Schofield,P O'Sullivan,122,1108,7,8,6 8 7,1:11.21,16,27/11/2019,205,1200,B437
1178,RACE_7,GOOD,CLASS_4,8,6.0,SUCCESS_ALLSTARS,L Hewitson,D E Ferraris,126,988,12,9-1/4,11 12 8,1:11.42,135,27/11/2019,205,1200,D065
1179,RACE_7,GOOD,CLASS_4,9,8.0,DIGITAL_TRIUMPH,U Rispoli,K H Ting,123,1143,3,9-1/2,9 10 9,1:11.43,73,27/11/2019,205,1200,C246
1180,RACE_7,GOOD,CLASS_4,10,12.0,HOLEE_MONEY,S de Sousa,A T Millard,120,1051,8,9-3/4,4 5 10,1:11.49,10,27/11/2019,205,1200,A332
1181,RACE_7,GOOD,CLASS_4,11,1.0,HARBOUR_ALERT,M F Poon,C W Chang,131,1309,9,11-3/4,7 6 11,1:11.83,39,27/11/2019,205,1200,T254
1182,RACE_7,GOOD,CLASS_4,12,5.0,NEXTMODEL,T H So,L Ho,124,1116,6,16-3/4,1 2 12,1:12.59,125,27/11/2019,205,1200,D015
1183,RACE_8,GOOD,CLASS_3,1,7.0,STIMULATION,C Y Ho,A S Cruz,123,1028,5,-,6 7 6 7 1,1:49.08,13,27/11/2019,206,1800,B351
1184,RACE_8,GOOD,CLASS_3,2,10.0,SUPER_ELEGANCE,C Schofield,K H Ting,121,1088,11,SH,11 10 10 6 2,1:49.10,8.5,27/11/2019,206,1800,C183
1185,RACE_8,GOOD,CLASS_3,3,9.0,RED_ELYSEES,S de Sousa,K L Man,122,1167,10,HD,4 5 4 4 3,1:49.11,19,27/11/2019,206,1800,A005
1186,RACE_8,GOOD,CLASS_3,4,3.0,TASHIDELEK,N Callan,J Moore,125,1126,7,N,3 3 2 2 4,1:49.13,6.3,27/11/2019,206,1800,C084
1187,RACE_8,GOOD,CLASS_3,5,5.0,JOLLY_HONOUR,B Shinn,Y S Tsui,123,1053,2,1/2,9 9 9 9 5,1:49.16,10,27/11/2019,206,1800,C080
1188,RACE_8,GOOD,CLASS_3,6,4.0,CLEMENT_LEGEND,A Badel,C S Shum,124,1120,4,1/2,8 8 8 3 6,1:49.18,12,27/11/2019,206,1800,B137
1189,RACE_8,GOOD,CLASS_3,7,6.0,PARTY_TOGETHER,H T Mo,L Ho,120,1051,6,1-3/4,1 2 3 5 7,1:49.36,8.6,27/11/2019,206,1800,C210
1190,RACE_8,GOOD,CLASS_3,8,11.0,DEFINING_MOMENT,A Sanna,C Fownes,119,1127,1,1-3/4,7 6 7 10 8,1:49.38,4.1,27/11/2019,206,1800,C159
1191,RACE_8,GOOD,CLASS_3,9,2.0,XIANG_BAI_QI,U Rispoli,D E Ferraris,129,1007,12,1-3/4,12 12 12 11 9,1:49.38,15,27/11/2019,206,1800,B336
1192,RACE_8,GOOD,CLASS_3,10,1.0,COT_CAMPBELL,J Moreira,A T Millard,132,1077,9,2-1/2,10 11 11 12 10,1:49.48,7.5,27/11/2019,206,1800,C298
1193,RACE_8,GOOD,CLASS_3,11,12.0,ACCLAIMED_LIGHT,M Chadwick,P O'Sullivan,118,1057,3,4-3/4,5 4 5 8 11,1:49.82,26,27/11/2019,206,1800,T369
1194,RACE_8,GOOD,CLASS_3,12,8.0,LUCKY_TIME,M F Poon,D J Hall,120,1072,8,5-1/2,2 1 1 1 12,1:49.96,23,27/11/2019,206,1800,A045
1195,RACE_9,GOOD,CLASS_3,1,10.0,MERIDIAN_GENIUS,C Schofield,A T Millard,119,1120,4,-,4 4 1,1:09.91,3.1,27/11/2019,207,1200,C067
1196,RACE_9,GOOD,CLASS_3,2,5.0,HIGHLY_PROACTIVE,C Y Ho,K W Lui,124,1075,2,1/2,2 2 2,1:10.01,2.7,27/11/2019,207,1200,C458
1197,RACE_9,GOOD,CLASS_3,3,7.0,STARLIGHT,U Rispoli,C H Yip,120,1091,5,1-1/2,6 5 3,1:10.14,16,27/11/2019,207,1200,V273
1198,RACE_9,GOOD,CLASS_3,4,12.0,HAPPY_WARRIOR,M Chadwick,J Moore,114,1098,7,1-1/2,8 7 4,1:10.17,14,27/11/2019,207,1200,A313
1199,RACE_9,GOOD,CLASS_3,5,3.0,PLANET_STAR,N Callan,P O'Sullivan,129,1215,3,2,5 6 5,1:10.22,7.4,27/11/2019,207,1200,A049
1200,RACE_9,GOOD,CLASS_3,6,4.0,DIVINE_UNICORN,L Hewitson,Y S Tsui,128,1214,6,3-1/4,9 9 6,1:10.44,85,27/11/2019,207,1200,C269
1201,RACE_9,GOOD,CLASS_3,7,6.0,THE_RUNNER,S de Sousa,D J Whyte,121,1086,9,3-3/4,7 8 7,1:10.49,21,27/11/2019,207,1200,D042
1202,RACE_9,GOOD,CLASS_3,8,1.0,KASI_FARASI,H W Lai,K H Ting,133,1062,1,3-3/4,3 3 8,1:10.51,13,27/11/2019,207,1200,B385
1203,RACE_9,GOOD,CLASS_3,9,9.0,E_MASTER,R Bayliss,C Fownes,119,1136,10,4-3/4,11 10 9,1:10.66,19,27/11/2019,207,1200,A254
1204,RACE_9,GOOD,CLASS_3,10,11.0,FAIRY_TWINS,M F Poon,W Y So,113,1171,12,5-1/4,12 12 10,1:10.76,105,27/11/2019,207,1200,V222
1205,RACE_9,GOOD,CLASS_3,11,8.0,AMBITIOUS_HEART,A Sanna,D E Ferraris,119,1181,8,6-3/4,10 11 11,1:11.00,20,27/11/2019,207,1200,V303
1206,RACE_9,GOOD,CLASS_3,12,2.0,SUPER_WISE,H T Mo,K L Man,129,1124,11,7,1 1 12,1:11.02,42,27/11/2019,207,1200,A100
1207,RACE_1,GOOD,CLASS_4,1,2.0,FANTASY,B Shinn,C S Shum,125,1321,6,-,2 2 1,1:09.10,4,23/11/2019,189,1200,D100
1208,RACE_1,GOOD,CLASS_4,2,5.0,POWER_KING,A Sanna,A S Cruz,125,1154,4,SH,4 4 2,1:09.11,9.9,23/11/2019,189,1200,C420
1209,RACE_1,GOOD,CLASS_4,3,6.0,SPARKLING_STAR,M F Poon,W Y So,123,1103,9,1-3/4,12 12 3,1:09.39,58,23/11/2019,189,1200,D007
