,race_no,going,race_type,plc,horse_no,horse_name,jockey_name,trainer_name,actual_wt,declared_wt,draw,lbw,running_pos,finish_time,public_odds,date,race_id,race_dist,horse_id
0,RACE_1,GOOD,RESTRICTED_RACE,1,2.0,RICH_AND_LUCKY,Z Purton,L Ho,120,1066,5,-,3 4 3 1,1:22.73,1.7,29/12/2019,284,1400,C413
1,RACE_1,GOOD,RESTRICTED_RACE,2,7.0,KING_DRAGON,S de Sousa,K L Man,120,1078,4,3/4,2 2 1 2,1:22.87,11,29/12/2019,284,1400,C437
2,RACE_1,GOOD,RESTRICTED_RACE,3,6.0,INVALUABLE,C Schofield,R Gibson,120,1297,1,1-1/2,6 6 7 3,1:22.97,6.3,29/12/2019,284,1400,D091
3,RACE_1,GOOD,RESTRICTED_RACE,4,8.0,KELMIMI_WINS,A Badel,C H Yip,120,1087,3,3-1/4,5 7 5 4,1:23.24,26,29/12/2019,284,1400,C419
4,RACE_1,GOOD,RESTRICTED_RACE,5,5.0,VICTORY_FOR_ALL,T H So,Y S Tsui,120,1022,2,5,4 3 4 5,1:23.51,147,29/12/2019,284,1400,C342
5,RACE_1,GOOD,RESTRICTED_RACE,6,3.0,LUCKY_QUALITY,C Y Ho,C Fownes,120,1090,7,5-1/4,7 5 6 6,1:23.59,3.9,29/12/2019,284,1400,D050
6,RACE_1,GOOD,RESTRICTED_RACE,7,4.0,WILLFUL,L Hewitson,Y S Tsui,120,1114,6,10,8 8 8 7,1:24.31,65,29/12/2019,284,1400,C047
7,RACE_1,GOOD,RESTRICTED_RACE,8,1.0,NOBLE_CONSORT,H W Lai,C S Shum,120,1172,8,11-1/2,1 1 2 8,1:24.55,17,29/12/2019,284,1400,C538
8,RACE_2,WET SLOW,CLASS_5,1,8.0,KEEP_WINNING,K C Leung,C W Chang,120,1126,8,-,10 10 5 1,1:40.41,9.3,29/12/2019,285,1650,B331
9,RACE_2,WET SLOW,CLASS_5,2,1.0,SUPER_RED_DRAGON,C Schofield,W Y So,133,1120,5,1-1/2,6 5 3 2,1:40.66,4.4,29/12/2019,285,1650,C191
10,RACE_2,WET SLOW,CLASS_5,3,6.0,MI_BLANCO,A Badel,P O'Sullivan,116,1123,14,2,13 12 13 3,1:40.74,14,29/12/2019,285,1650,A186
11,RACE_2,WET SLOW,CLASS_5,4,5.0,HIDDEN_SPIRIT,K Teetan,P O'Sullivan,126,1155,2,2-1/2,12 13 12 4,1:40.80,6.5,29/12/2019,285,1650,B130
12,RACE_2,WET SLOW,CLASS_5,5,7.0,SKY_GEM,R Bayliss,C Fownes,124,1182,9,3,14 14 14 5,1:40.87,38,29/12/2019,285,1650,C251
13,RACE_2,WET SLOW,CLASS_5,6,10.0,MASTER_BERNINI,S de Sousa,A T Millard,117,1045,6,3,11 9 6 6,1:40.89,4.2,29/12/2019,285,1650,A174
14,RACE_2,WET SLOW,CLASS_5,7,14.0,OUR_GREEN,T H So,C H Yip,111,1187,4,3-1/4,7 6 4 7,1:40.92,41,29/12/2019,285,1650,B448
15,RACE_2,WET SLOW,CLASS_5,8,13.0,KEEP_GOING,H W Lai,Y S Tsui,113,1067,13,7,8 8 8 8,1:41.54,36,29/12/2019,285,1650,B231
16,RACE_2,WET SLOW,CLASS_5,9,11.0,SUNNY_MAJOR,H N Wong,D E Ferraris,113,1159,3,8-1/2,3 1 1 9,1:41.77,39,29/12/2019,285,1650,B298
17,RACE_2,WET SLOW,CLASS_5,10,3.0,CORRE_RAPIDO,M F Poon,R Gibson,127,1143,12,10-1/2,9 11 9 10,1:42.08,38,29/12/2019,285,1650,A053
18,RACE_2,WET SLOW,CLASS_5,11,2.0,ASSOCIATION_FANS,H T Mo,L Ho,127,1182,10,12-1/2,2 3 7 11,1:42.42,24,29/12/2019,285,1650,V207
19,RACE_2,WET SLOW,CLASS_5,12,9.0,TRIUMPHANT_LORD,G van Niekerk,C S Shum,120,1157,1,14-3/4,1 2 2 12,1:42.77,13,29/12/2019,285,1650,C101
20,RACE_2,WET SLOW,CLASS_5,13,12.0,WINNING_CIRCLE,M L Yeung,C W Chang,113,1148,7,16-1/4,5 7 10 13,1:43.02,7.3,29/12/2019,285,1650,B275
21,RACE_2,WET SLOW,CLASS_5,14,4.0,BOND_ELEGANCE,M Chadwick,D J Whyte,127,1069,11,34,4 4 11 14,1:45.84,24,29/12/2019,285,1650,A007
22,RACE_2,WET SLOW,CLASS_5,WV,,DRAGON_WARRIOR,A Badel,K H Ting,125,---,---,---,---,---,---,29/12/2019,285,1650,V202
23,RACE_3,GOOD,CLASS_4,1,4.0,FORTUNE_BRILLIANT,M Chadwick,P O'Sullivan,128,1040,4,-,7 6 1,1:10.59,22,29/12/2019,286,1200,C499
24,RACE_3,GOOD,CLASS_4,2,6.0,HERO_STAR,C Y Ho,K L Man,128,1118,3,1/2,4 4 2,1:10.68,3.3,29/12/2019,286,1200,D033
25,RACE_3,GOOD,CLASS_4,3,11.0,BRILLIANT,K C Leung,K W Lui,119,1015,1,3/4,9 9 3,1:10.73,7.3,29/12/2019,286,1200,C005
26,RACE_3,GOOD,CLASS_4,4,13.0,U_W_BROTHER,H T Mo,Y S Tsui,115,1137,6,1-1/4,3 2 4,1:10.80,34,29/12/2019,286,1200,C389
27,RACE_3,GOOD,CLASS_4,5,2.0,DAILY_BEAUTY,Z Purton,C Fownes,128,1152,14,1-1/4,13 13 5,1:10.81,31,29/12/2019,286,1200,D070
28,RACE_3,GOOD,CLASS_4,6,7.0,SPARKLING_STAR,M F Poon,W Y So,126,1104,8,1-1/4,8 7 6,1:10.81,4.4,29/12/2019,286,1200,D007
29,RACE_3,GOOD,CLASS_4,7,3.0,DESTINE_JEWELLERY,A Badel,J Size,128,1155,11,2-1/2,5 5 7,1:11.00,5.3,29/12/2019,286,1200,D032
30,RACE_3,GOOD,CLASS_4,8,12.0,SPICY_REALLY,H N Wong,F C Lor,115,1055,12,2-3/4,14 14 8,1:11.04,164,29/12/2019,286,1200,C021
31,RACE_3,GOOD,CLASS_4,9,9.0,MIGHTY_VALOR,H W Lai,P F Yiu,126,1154,10,4,11 12 9,1:11.25,23,29/12/2019,286,1200,C338
32,RACE_3,GOOD,CLASS_4,10,10.0,OVERSUBSCRIBED,B Shinn,D J Hall,123,1125,5,5,2 1 10,1:11.40,7.3,29/12/2019,286,1200,C361
33,RACE_3,GOOD,CLASS_4,11,14.0,GOOD_CHOICE_AHEAD,T H So,L Ho,115,1129,2,5-1/4,6 8 11,1:11.45,36,29/12/2019,286,1200,V329
34,RACE_3,GOOD,CLASS_4,12,8.0,YES_WE_CAN,M L Yeung,T P Yung,128,1236,9,5-1/2,12 11 12,1:11.45,122,29/12/2019,286,1200,C307
35,RACE_3,GOOD,CLASS_4,13,1.0,MR_WISEGUY,L Hewitson,D J Whyte,133,1064,13,7-1/2,1 3 13,1:11.79,38,29/12/2019,286,1200,C543
36,RACE_3,GOOD,CLASS_4,14,5.0,GLENEALY_PALS,R Bayliss,C H Yip,128,1022,7,11,10 10 14,1:12.34,119,29/12/2019,286,1200,C471
37,RACE_4,WET SLOW,CLASS_4,1,1.0,CLEAR_CHOICE,Z Purton,C S Shum,133,1067,5,-,6 5 2 1,1:39.45,6.9,29/12/2019,287,1650,A426
38,RACE_4,WET SLOW,CLASS_4,2,3.0,BEST_ALLIANCE,A Badel,D J Whyte,131,1062,7,SH,11 11 8 2,1:39.45,4.1,29/12/2019,287,1650,C284
39,RACE_4,WET SLOW,CLASS_4,3,13.0,FOODIE_PRINCESS,T H So,W Y So,115,1252,10,1-3/4,14 14 14 3,1:39.74,22,29/12/2019,287,1650,C312
40,RACE_4,WET SLOW,CLASS_4,4,11.0,THIS_ONE'S_FOR_YOU,M L Yeung,K W Lui,121,1164,4,2-1/4,7 9 7 4,1:39.81,3.2,29/12/2019,287,1650,B428
41,RACE_4,WET SLOW,CLASS_4,5,4.0,DRAGON_COMMANDER,N Callan,D E Ferraris,131,1087,9,4-3/4,8 8 6 5,1:40.21,25,29/12/2019,287,1650,C208
42,RACE_4,WET SLOW,CLASS_4,6,14.0,MEGATRON,M F Poon,P F Yiu,115,1123,8,6-1/4,5 2 4 6,1:40.45,29,29/12/2019,287,1650,V119
43,RACE_4,WET SLOW,CLASS_4,7,5.0,STARLIT_KNIGHT,S de Sousa,Y S Tsui,129,1119,14,7-1/4,13 13 11 7,1:40.62,47,29/12/2019,287,1650,A137
44,RACE_4,WET SLOW,CLASS_4,8,8.0,CALIFORNIA_LEGEND,K H Chan,A S Cruz,113,1124,6,8-1/2,1 1 1 8,1:40.80,8,29/12/2019,287,1650,B363
45,RACE_4,WET SLOW,CLASS_4,9,7.0,GOOD_FIT,K Teetan,F C Lor,126,1185,2,10-1/2,9 10 9 9,1:41.12,11,29/12/2019,287,1650,S131
46,RACE_4,WET SLOW,CLASS_4,10,12.0,GREEN_GENERATION,C Y Ho,D J Hall,118,1060,12,11-1/4,12 12 13 10,1:41.24,220,29/12/2019,287,1650,C355
47,RACE_4,WET SLOW,CLASS_4,11,6.0,VIVA_COUNCIL,M Chadwick,L Ho,127,1143,13,13,10 7 10 11,1:41.53,26,29/12/2019,287,1650,A190
48,RACE_4,WET SLOW,CLASS_4,12,9.0,WAYFOONG_CHARMER,C Schofield,P O'Sullivan,122,1102,11,15-1/2,2 3 3 12,1:41.94,36,29/12/2019,287,1650,B437
49,RACE_4,WET SLOW,CLASS_4,13,10.0,IMPECCABLE_FELLOW,K C Leung,R Gibson,121,1154,1,16,3 4 5 13,1:42.02,36,29/12/2019,287,1650,A310
50,RACE_4,WET SLOW,CLASS_4,14,2.0,TANG_FLEMING,H N Wong,C W Chang,129,1196,3,32-3/4,4 6 12 14,1:44.67,15,29/12/2019,287,1650,A067
51,RACE_5,GOOD,CLASS_3,1,9.0,SHINING_GEM,S de Sousa,P F Yiu,126,1148,6,-,4 6 1,1:09.72,2.4,29/12/2019,288,1200,C058
52,RACE_5,GOOD,CLASS_3,2,4.0,BALTIC_SUCCESS,G van Niekerk,C S Shum,127,1140,4,2-1/4,1 1 2,1:10.07,12,29/12/2019,288,1200,C373
53,RACE_5,GOOD,CLASS_3,3,2.0,BE_READY,C Schofield,F C Lor,131,1158,10,3-1/4,3 3 3,1:10.22,9.3,29/12/2019,288,1200,D024
54,RACE_5,GOOD,CLASS_3,4,10.0,DIAMOND_BRILLIANT,K C Leung,T P Yung,120,1170,11,4,2 2 4,1:10.38,10,29/12/2019,288,1200,B372
55,RACE_5,GOOD,CLASS_3,5,11.0,HARRIER_JET,T H So,P O'Sullivan,117,1154,3,4-1/4,7 8 5,1:10.39,73,29/12/2019,288,1200,T372
56,RACE_5,GOOD,CLASS_3,6,8.0,KUNG_FU_FIGHTER,Z Purton,D J Hall,126,1262,2,4-1/2,8 7 6,1:10.42,7.1,29/12/2019,288,1200,D109
57,RACE_5,GOOD,CLASS_3,7 DH,1.0,INFINITY_ENDEAVOUR,A Badel,J Size,133,1104,13,4-1/2,14 13 7,1:10.43,16,29/12/2019,288,1200,A030
58,RACE_5,GOOD,CLASS_3,7 DH,6.0,HIGH_RISE_SOLDIER,C Y Ho,K W Lui,127,1047,9,4-1/2,10 11 7,1:10.43,20,29/12/2019,288,1200,C511
59,RACE_5,GOOD,CLASS_3,9,13.0,SUMSTREETSUMWHERE,M L Yeung,L Ho,118,1080,1,5-1/2,5 5 9,1:10.58,8.4,29/12/2019,288,1200,B283
60,RACE_5,GOOD,CLASS_3,10,5.0,ELIGERE,H W Lai,Y S Tsui,127,1037,7,5-1/2,13 10 10,1:10.59,200,29/12/2019,288,1200,C473
61,RACE_5,GOOD,CLASS_3,11,3.0,FIRST_RESPONDER,B Shinn,J Moore,128,1146,12,6-1/4,6 4 11,1:10.70,17,29/12/2019,288,1200,C205
62,RACE_5,GOOD,CLASS_3,12,12.0,E_MASTER,L Hewitson,C Fownes,118,1126,5,7-1/2,11 12 12,1:10.91,63,29/12/2019,288,1200,A254
63,RACE_5,GOOD,CLASS_3,13,7.0,CALIFORNIA_LEVEE,K Teetan,A S Cruz,126,1277,8,8-3/4,9 9 13,1:11.11,18,29/12/2019,288,1200,C523
64,RACE_5,GOOD,CLASS_3,14,14.0,ARDENODE,M F Poon,W Y So,115,1066,14,10-1/4,12 14 14,1:11.37,190,29/12/2019,288,1200,B145
65,RACE_6,GOOD,CLASS_4,1,4.0,MIGHTY_GIANT,H W Lai,P F Yiu,128,1232,4,-,3 3 2 1,1:22.43,3.8,29/12/2019,289,1400,C470
66,RACE_6,GOOD,CLASS_4,2,12.0,FANTASTIC_SHOW,G van Niekerk,Y S Tsui,118,1086,7,SH,9 10 10 2,1:22.44,4.1,29/12/2019,289,1400,A207
67,RACE_6,GOOD,CLASS_4,3,8.0,CARE_FREE_PRINCE,K H Chan,K L Man,115,1179,11,N,1 1 1 3,1:22.48,56,29/12/2019,289,1400,V069
68,RACE_6,GOOD,CLASS_4,4,6.0,BREEZE_OF_SPRING,Z Purton,L Ho,126,1055,3,2,6 6 7 4,1:22.73,3.8,29/12/2019,289,1400,C309
69,RACE_6,GOOD,CLASS_4,5,11.0,IRON_KING,M Chadwick,C H Yip,119,1073,5,2,8 7 5 5,1:22.76,14,29/12/2019,289,1400,C133
70,RACE_6,GOOD,CLASS_4,6,9.0,WINNING_TOGETHER,C Y Ho,C W Chang,122,1200,13,2-1/4,13 13 11 6,1:22.78,35,29/12/2019,289,1400,B356
71,RACE_6,GOOD,CLASS_4,7,2.0,SMART_CHARADE,K C Leung,W Y So,131,1135,6,4,10 9 8 7,1:23.05,38,29/12/2019,289,1400,A314
72,RACE_6,GOOD,CLASS_4,8,1.0,WINSTON'S_LAD,R Bayliss,K W Lui,133,1081,9,4,7 8 9 8,1:23.06,28,29/12/2019,289,1400,T348
73,RACE_6,GOOD,CLASS_4,9,3.0,BRIGHT_KID,S de Sousa,D J Whyte,128,1154,8,5-3/4,12 12 13 9,1:23.33,8.3,29/12/2019,289,1400,C060
74,RACE_6,GOOD,CLASS_4,10,14.0,SPEEDY_WALLY,H N Wong,C Fownes,113,1141,2,6-1/2,11 11 12 10,1:23.46,161,29/12/2019,289,1400,T002
75,RACE_6,GOOD,CLASS_4,11,10.0,GALA_NIGHT,N Callan,J Moore,121,1148,1,6-1/2,5 4 4 11,1:23.48,21,29/12/2019,289,1400,C331
76,RACE_6,GOOD,CLASS_4,12,5.0,INCANTO_PREPARED,A Badel,J Size,127,983,10,7,4 5 6 12,1:23.55,66,29/12/2019,289,1400,D009
77,RACE_6,GOOD,CLASS_4,13,13.0,HUMBLE_STEED,M L Yeung,T P Yung,118,1160,14,11-1/4,14 14 14 13,1:24.21,237,29/12/2019,289,1400,A327
78,RACE_6,GOOD,CLASS_4,14,7.0,CALIFORNIA_RAD,K Teetan,A S Cruz,125,1192,12,12,2 2 3 14,1:24.34,12,29/12/2019,289,1400,D147
79,RACE_7,GOOD,GROUP_THREE,1,7.0,BIG_PARTY,G van Niekerk,F C Lor,118,1224,7,-,4 3 1,0:55.71,2.7,29/12/2019,290,1000,B461
80,RACE_7,GOOD,GROUP_THREE,2,5.0,BIG_TIME_BABY,M Chadwick,K L Man,123,1129,4,1-3/4,1 2 2,0:56.01,9.5,29/12/2019,290,1000,A157
81,RACE_7,GOOD,GROUP_THREE,3,4.0,THANKS_FOREVER,S de Sousa,J Moore,125,1240,5,2-3/4,3 4 3,0:56.15,2.3,29/12/2019,290,1000,B312
82,RACE_7,GOOD,GROUP_THREE,4,3.0,JOLLY_BANNER,C Schofield,P F Yiu,126,1085,3,3-1/4,6 5 4,0:56.25,9.6,29/12/2019,290,1000,V077
83,RACE_7,GOOD,GROUP_THREE,5,2.0,PREMIERE,C Y Ho,K W Lui,127,1141,6,4-1/2,2 1 5,0:56.44,26,29/12/2019,290,1000,A051
84,RACE_7,GOOD,GROUP_THREE,6,1.0,REGENCY_LEGEND,Z Purton,C S Shum,132,1117,2,8,5 6 6,0:56.98,9.2,29/12/2019,290,1000,B348
85,RACE_7,GOOD,GROUP_THREE,7,6.0,CALIFORNIA_WHIP,K Teetan,A S Cruz,123,1152,1,10-1/4,7 7 7,0:57.36,15,29/12/2019,290,1000,A114
86,RACE_8,GOOD,CLASS_3,1,13.0,FALCON_TURBO,K Teetan,D J Whyte,118,1155,9,-,1 3 1 1,1:22.37,5.3,29/12/2019,291,1400,B164
87,RACE_8,GOOD,CLASS_3,2,4.0,MONGOLIAN_KING,G van Niekerk,Y S Tsui,131,1130,10,SH,6 6 3 2,1:22.40,10,29/12/2019,291,1400,A098
88,RACE_8,GOOD,CLASS_3,3,11.0,EVERYONE'S_JOY,C Schofield,F C Lor,120,1154,3,1/2,8 8 7 3,1:22.48,3.5,29/12/2019,291,1400,C225
89,RACE_8,GOOD,CLASS_3,4,14.0,SUCH_A_HAPPINESS,M L Yeung,T P Yung,117,1179,13,2,10 11 11 4,1:22.69,26,29/12/2019,291,1400,A152
90,RACE_8,GOOD,CLASS_3,5,9.0,HANG'S_DECISION,K C Leung,W Y So,124,1094,5,3-1/2,11 9 9 5,1:22.94,32,29/12/2019,291,1400,T262
91,RACE_8,GOOD,CLASS_3,6,1.0,NAMJONG_PLUS,N Callan,Y S Tsui,133,1098,1,4,7 7 6 6,1:23.00,10,29/12/2019,291,1400,B048
92,RACE_8,GOOD,CLASS_3,7,5.0,SEERITE_DRAGON,Z Purton,D E Ferraris,130,1219,14,5,13 13 13 7,1:23.18,30,29/12/2019,291,1400,C294
93,RACE_8,GOOD,CLASS_3,8,12.0,DEFINING_MOMENT,M F Poon,C Fownes,116,1131,8,5-1/4,14 14 12 8,1:23.21,12,29/12/2019,291,1400,C159
94,RACE_8,GOOD,CLASS_3,9,7.0,BEAUTY_ICON,H T Mo,A S Cruz,122,1098,11,5-3/4,5 2 4 9,1:23.28,26,29/12/2019,291,1400,C057
95,RACE_8,GOOD,CLASS_3,10,3.0,MR_WEALTH,C Y Ho,K L Man,132,1168,7,8,4 5 5 10,1:23.67,12,29/12/2019,291,1400,B265
96,RACE_8,GOOD,CLASS_3,11,8.0,SUPER_BULLET,M Chadwick,P O'Sullivan,125,1095,4,10,9 10 10 11,1:23.97,49,29/12/2019,291,1400,D001
97,RACE_8,GOOD,CLASS_3,12,2.0,WIND_N_GRASS,S de Sousa,J Size,133,1087,2,10-3/4,3 4 8 12,1:24.10,5.1,29/12/2019,291,1400,D197
98,RACE_8,GOOD,CLASS_3,13,6.0,EARTH_TRILOGY,L Hewitson,J Moore,126,1064,12,11-3/4,2 1 2 13,1:24.24,31,29/12/2019,291,1400,C211
99,RACE_8,GOOD,CLASS_3,14,10.0,SALTO_OLIMPICO,T H So,D J Hall,120,1113,6,12-1/2,12 12 14 14,1:24.37,188,29/12/2019,291,1400,A350
100,RACE_9,WET SLOW,CLASS_2,1,6.0,GLORIOUS_ARTIST,Z Purton,F C Lor,120,1124,1,-,5 8 7 1,1:38.45,4.1,29/12/2019,292,1650,B210
101,RACE_9,WET SLOW,CLASS_2,2,1.0,ELUSIVE_STATE,S de Sousa,A T Millard,133,1150,8,1/2,9 5 3 2,1:38.54,4,29/12/2019,292,1650,A036
102,RACE_9,WET SLOW,CLASS_2,3,11.0,BUDDIES,G van Niekerk,J Moore,116,1197,10,3-1/2,1 2 1 3,1:39.02,5.8,29/12/2019,292,1650,C019
103,RACE_9,WET SLOW,CLASS_2,4,10.0,RAGING_BLITZKRIEG,A Badel,J Size,117,1121,2,5,2 7 4 4,1:39.24,7.1,29/12/2019,292,1650,B147
104,RACE_9,WET SLOW,CLASS_2,5,8.0,PLAYA_DEL_PUENTE,C Y Ho,C S Shum,119,1093,13,6-1/4,10 9 10 5,1:39.45,8.7,29/12/2019,292,1650,C492
105,RACE_9,WET SLOW,CLASS_2,6,4.0,GREEN_LUCK,M F Poon,C Fownes,122,1080,6,6-1/2,12 12 12 6,1:39.48,33,29/12/2019,292,1650,B413
106,RACE_9,WET SLOW,CLASS_2,7,7.0,MORETHANLUCKY,M Chadwick,F C Lor,120,1222,9,7-1/2,6 3 2 7,1:39.64,78,29/12/2019,292,1650,A039
107,RACE_9,WET SLOW,CLASS_2,8,13.0,SAVVY_NINE,L Hewitson,J Moore,115,1105,11,10-1/2,11 10 11 8,1:40.14,77,29/12/2019,292,1650,D056
108,RACE_9,WET SLOW,CLASS_2,9,2.0,GUNNISON,B Shinn,J Size,127,1011,3,11,4 4 8 9,1:40.19,9.8,29/12/2019,292,1650,A377
109,RACE_9,WET SLOW,CLASS_2,10,5.0,TURIN_REDSTAR,K C Leung,L Ho,123,1152,5,11-3/4,7 6 6 10,1:40.35,22,29/12/2019,292,1650,B092
110,RACE_9,WET SLOW,CLASS_2,11,3.0,UGLY_WARRIOR,N Callan,Y S Tsui,125,1003,7,14,8 11 9 11,1:40.69,23,29/12/2019,292,1650,B083
111,RACE_9,WET SLOW,CLASS_2,12,12.0,BRAVE_LEGEND,K Teetan,A S Cruz,113,1190,12,14-3/4,13 13 13 12,1:40.80,64,29/12/2019,292,1650,A260
112,RACE_9,WET SLOW,CLASS_2,13,9.0,CIRCUIT_GLORY,K H Chan,A S Cruz,108,1048,4,31-1/2,3 1 5 13,1:43.49,31,29/12/2019,292,1650,A402
113,RACE_10,WET SLOW,CLASS_3,1,7.0,LAST_KINGDOM,L Hewitson,D J Whyte,125,1048,8,-,1 1 1 1,1:40.09,25,29/12/2019,293,1650,B203
114,RACE_10,WET SLOW,CLASS_3,2,14.0,TRAVEL_FIRST,C Y Ho,C W Chang,118,1206,9,N,4 4 6 2,1:40.13,12,29/12/2019,293,1650,T098
115,RACE_10,WET SLOW,CLASS_3,3,11.0,RIGHTEOUS_DOCTRINE,A Badel,C W Chang,119,1146,6,N,11 11 11 3,1:40.15,3.9,29/12/2019,293,1650,C197
116,RACE_10,WET SLOW,CLASS_3,4,6.0,VOLPINO,Z Purton,T P Yung,127,1131,3,1-1/4,7 7 7 4,1:40.30,10,29/12/2019,293,1650,B161
117,RACE_10,WET SLOW,CLASS_3,5,3.0,HAPPY_SEBRING,K Teetan,A S Cruz,132,1160,13,2-1/2,12 12 9 5,1:40.49,8.9,29/12/2019,293,1650,B189
118,RACE_10,WET SLOW,CLASS_3,6,10.0,ENFOLDING,S de Sousa,C Fownes,122,1089,11,2-3/4,13 13 13 6,1:40.51,15,29/12/2019,293,1650,B353
119,RACE_10,WET SLOW,CLASS_3,7,2.0,ENDEARING,N Callan,J Moore,132,1109,10,2-3/4,2 2 2 7,1:40.51,33,29/12/2019,293,1650,V338
120,RACE_10,WET SLOW,CLASS_3,8,5.0,HOLY_HEART,M L Yeung,K W Lui,127,1091,5,3-3/4,10 8 8 8,1:40.69,5.1,29/12/2019,293,1650,C443
121,RACE_10,WET SLOW,CLASS_3,9,9.0,NATURAL_WINNER,M Chadwick,R Gibson,124,1281,1,3-3/4,6 6 3 9,1:40.69,102,29/12/2019,293,1650,C489
122,RACE_10,WET SLOW,CLASS_3,10,13.0,GENERAL_DINO,G van Niekerk,D E Ferraris,118,1060,12,4-1/2,9 10 10 10,1:40.82,13,29/12/2019,293,1650,A193
123,RACE_10,WET SLOW,CLASS_3,11,12.0,DEAL_MAKER,C Schofield,K H Ting,118,1157,4,4-3/4,5 5 4 11,1:40.83,5.8,29/12/2019,293,1650,B023
124,RACE_10,WET SLOW,CLASS_3,12,8.0,MONGOLIAN_LEGEND,H W Lai,Y S Tsui,125,1163,2,7-1/4,8 9 12 12,1:41.25,16,29/12/2019,293,1650,B317
125,RACE_10,WET SLOW,CLASS_3,13,1.0,SOLOMON'S_BAY,K C Leung,F C Lor,133,1027,7,10-1/4,3 3 5 13,1:41.71,74,29/12/2019,293,1650,B330
126,RACE_10,WET SLOW,CLASS_3,14,4.0,SACRED_IBIS,B Shinn,P O'Sullivan,131,1179,14,13,14 14 14 14,1:42.16,69,29/12/2019,293,1650,A127
127,RACE_1,GOOD,CLASS_5,1,11.0,LIGHTNING_MISSILE,C Y Ho,K L Man,117,1169,1,-,2 2 1,1:10.35,26,26/12/2019,275,1200,A281
128,RACE_1,GOOD,CLASS_5,2,10.0,SHOW_MISSION,G van Niekerk,C W Chang,117,1115,10,N,5 5 2,1:10.41,24,26/12/2019,275,1200,T436
129,RACE_1,GOOD,CLASS_5,3,12.0,NASHASHUK,K Teetan,J Size,113,1109,2,1,4 4 3,1:10.51,6.8,26/12/2019,275,1200,V143
130,RACE_1,GOOD,CLASS_5,4,1.0,BLOOMING_SPIRIT,J Moreira,F C Lor,133,1105,6,1-1/4,11 10 4,1:10.55,2.3,26/12/2019,275,1200,C064
131,RACE_1,GOOD,CLASS_5,5,5.0,STARLOT,B Shinn,P O'Sullivan,132,1189,7,1-3/4,7 7 5,1:10.65,18,26/12/2019,275,1200,V367
132,RACE_1,GOOD,CLASS_5,6,3.0,MULTIMAX,H T Mo,L Ho,130,1202,11,2-3/4,1 1 6,1:10.77,25,26/12/2019,275,1200,T129
133,RACE_1,GOOD,CLASS_5,7,9.0,FOX_CHEUNGER,H W Lai,K W Lui,117,1014,5,2-3/4,9 9 7,1:10.80,94,26/12/2019,275,1200,B187
134,RACE_1,GOOD,CLASS_5,8,4.0,DIAMOND_LEGEND,K H Chan,A S Cruz,122,1146,9,3-1/2,12 12 8,1:10.91,14,26/12/2019,275,1200,V341
135,RACE_1,GOOD,CLASS_5,9,2.0,I'M_THE_CONQUIST,A Badel,D J Whyte,133,1095,4,4,6 6 9,1:10.99,3.8,26/12/2019,275,1200,B155
136,RACE_1,GOOD,CLASS_5,10,6.0,ROYAL_CHOCOLATE,S de Sousa,W Y So,129,1164,3,5-3/4,3 3 10,1:11.26,9.2,26/12/2019,275,1200,A356
137,RACE_1,GOOD,CLASS_5,11,8.0,DATING,N Callan,C H Yip,122,1060,12,7-1/4,10 11 11,1:11.52,136,26/12/2019,275,1200,B341
138,RACE_1,GOOD,CLASS_5,12,7.0,BANDY,L Hewitson,R Gibson,124,1022,8,12-1/2,8 8 12,1:12.34,169,26/12/2019,275,1200,C282
139,RACE_2,GOOD,CLASS_3,1,6.0,CLEMENT_LEGEND,G van Niekerk,C S Shum,126,1125,7,-,7 7 7 7 6 1,2:16.67,5.6,26/12/2019,276,2200,B137
140,RACE_2,GOOD,CLASS_3,2,3.0,STIMULATION,C Y Ho,A S Cruz,130,1035,8,SH,9 9 9 9 7 2,2:16.70,8.6,26/12/2019,276,2200,B351
141,RACE_2,GOOD,CLASS_3,3,4.0,TASHIDELEK,J Moreira,J Moore,129,1119,9,N,6 6 6 6 5 3,2:16.72,2,26/12/2019,276,2200,C084
142,RACE_2,GOOD,CLASS_3,4,10.0,MAGNETISM,K Teetan,D E Ferraris,117,1123,10,1-3/4,10 10 10 10 10 4,2:16.94,16,26/12/2019,276,2200,V114
143,RACE_2,GOOD,CLASS_3,5,7.0,OWNERS'_STAR,N Callan,C S Shum,126,1061,2,2-1/2,4 4 4 4 4 5,2:17.08,6.9,26/12/2019,276,2200,B427
144,RACE_2,GOOD,CLASS_3,6,5.0,GIANT_TURTLE,M F Poon,A T Millard,126,1064,5,4-3/4,1 3 3 3 3 6,2:17.44,13,26/12/2019,276,2200,T391
145,RACE_2,GOOD,CLASS_3,7,2.0,ARCATRAZ,R Bayliss,J Moore,131,972,6,4-3/4,8 8 8 8 9 7,2:17.44,133,26/12/2019,276,2200,C398
146,RACE_2,GOOD,CLASS_3,8,8.0,CROWN_AVENUE,M Chadwick,C H Yip,121,1177,4,14-1/4,3 2 2 2 2 8,2:18.93,36,26/12/2019,276,2200,V378
147,RACE_2,GOOD,CLASS_3,9,1.0,WIND_GLIDER,K C Leung,P O'Sullivan,133,1165,1,18-1/2,5 5 5 5 8 9,2:19.62,42,26/12/2019,276,2200,C433
